,CATEGORY,FRAGMENTS,FREQUENCY
6268,No ,[14*]c1cc2nc(C)cc(O)n2n1,1
6269,No ,[9*]n1cnn([9*])c1=S,1
6270,No ,[14*]c1c(C)c(C)nc2c([16*])cnn12,1
6271,No ,[9*]n1nnn([9*])c1=S,1
6272,No ,[9*]n1ncn(C)c1=O,1
6273,No ,[5*]N1CC=C(c2ccc([16*])cc2)C1,1
6274,No ,[14*]c1nc([14*])c(C)c([14*])n1,1
6275,No ,[14*]c1sccc1Br,1
6276,No ,[5*]N1CCc2cncnc2C1,1
6277,No ,[5*]NC1CC2(CCC2)Oc2ccccc21,1
6278,No ,[14*]c1nc2cc(C)cc(C)c2o1,1
6279,No ,[12*]S(=O)(=O)c1ccc2c(c1)N(C)CCC2,1
6280,No ,[14*]c1cc(N)[nH]n1,1
6281,No ,[5*]N1CCC(C)C2(CCC2)C1,1
6282,No ,[5*]N1CCC2CN(C)CCC21,1
6283,No ,[5*]N1CCc2c(Cl)cccc2C1,1
6284,No ,[4*]C(C)(CO)CO,1
6285,No ,[14*]c1n[nH]c2c1CCC2,1
6286,No ,[1*]C(=O)C1=Cc2cccc([16*])c2OC1,1
6287,No ,[9*]n1cc([N+](=O)[O-])cc(C)c1=O,1
6288,No ,[14*]c1cncn1C,1
6289,No ,[9*]n1nc(Cl)c2ccccc21,1
6290,No ,[16*]c1coc(S(N)(=O)=O)c1,1
6291,No ,[16*]c1ccc2oc(=O)n(C)c2c1,1
6292,No ,[14*]c1cc2c(F)c(F)ccc2[nH]1,1
6293,No ,[5*]N1CCCCC2CCCCC21,1
6294,No ,[16*]c1cc(Cl)ccc1Br,1
6295,No ,[9*]n1cncc(Br)c1=O,1
6296,No ,[5*]NC1CCCc2nc(C)ncc21,1
6297,No ,[16*]c1cnc(C)nc1C,1
6298,No ,[12*]S(=O)(=O)c1cc(F)c(F)c(F)c1,1
6299,No ,[15*]C1CCOC2(CCOC2)C1,1
6300,No ,[1*]C(=O)C1=CCCCC1,1
6301,No ,[14*]c1cc([14*])nc(N)n1,1
6302,No ,[1*]C(=O)CCC[4*],1
6303,No ,[16*]c1cncc(C)c1O,1
6304,No ,[15*]C1CCn2ccnc2C1,1
6305,No ,[14*]c1oc(C)nc1C,1
6306,No ,[14*]c1nc2c(F)cc(F)cc2s1,1
6307,No ,[14*]c1cccc(Cl)n1,1
6308,No ,[16*]c1c(F)cc(Cl)cc1F,1
6309,No ,[5*]N1CCN(C)c2ncccc21,1
6310,No ,[5*]N1CCC([15*])([15*])C1,1
6311,No ,[5*]N1CCC2C(CCC(=O)N2[10*])C1,1
6312,No ,[15*]C1CCS(=O)CC1,1
6313,No ,[12*]S(=O)(=O)c1cc(C)c([16*])cc1C,1
6314,No ,[14*]c1nnc([14*])c(C#N)c1[16*],1
6315,No ,[4*]C1(C)CCc2ccccc2C1,1
6316,No ,[9*]n1nc(C)c(S([12*])(=O)=O)c1C,1
6317,No ,[1*]C(=O)C1CCCc2cccnc21,1
6318,No ,[14*]c1cc(Cl)nc(N)n1,1
6319,No ,[16*]c1ccc(Br)nc1Cl,1
6320,No ,[5*]N1CCCC12CCN(C)CC2,1
6321,No ,[5*]N1CCCc2cc(Cl)cc(Cl)c21,1
6322,No ,[8*]CC(C)O,1
6323,No ,[5*]NC1CC(C)c2ccccc21,1
6324,No ,[15*]C1CCOC1C,1
6325,No ,[8*]CS(=O)(=O)c1ccccc1C,1
6326,No ,[5*]N1CC(=O)N(C)c2ccccc21,1
6327,No ,[6*]C(=O)CC[8*],1
6328,No ,[16*]c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
6329,No ,[4*]C(C)(C)CO,1
6330,No ,[9*]n1nc2ccc(N)cc2n1,1
6331,No ,[9*]n1nc2cc(C)c(N)cc2n1,1
6332,No ,[5*]N1CC(C)C(O)C1,1
6333,No ,[4*]CC(O)(CC)CC,1
6334,No ,[4*]C(C)CC[8*],1
6335,No ,[8*]CS(=O)(=O)C1CCc2c(F)cccc21,1
6336,No ,[5*]N1CCc2c(sc(N)c2C#N)C1,1
6337,No ,[5*]N1CC=C(c2cccnc2)CC1,1
6338,No ,[13*]C1CC([15*])CC(=O)N1,1
6339,No ,[1*]C(=O)CCC([6*])=O,1
6340,No ,[8*]CS(=O)(=O)c1nc([14*])cs1,1
6341,No ,[14*]c1ccc2ccc(Cl)c(Cl)c2n1,1
6342,No ,[14*]c1nc([14*])c([14*])o1,1
6343,No ,[16*]c1ccc2nc3n(c(=O)c2c1)CCCC3,1
6344,No ,[14*]c1cnc2n1CCCC2,1
6345,No ,[16*]c1cc(F)c([16*])c(F)c1,1
6346,No ,[16*]c1cnn2ccc(C)nc12,1
6347,No ,[16*]c1c(O)c(Cl)cc(Cl)c1Cl,1
6348,No ,[8*]C(C)(C)CC,1
6349,No ,[16*]c1c(Cl)ccc(C)c1Cl,1
6350,No ,[4*]CC([8*])[8*],1
6351,No ,[16*]c1cc(F)cc(Br)c1,1
6352,No ,[14*]c1c(Br)cnn1C,1
6353,No ,[16*]c1c(F)ccc(F)c1F,1
6354,No ,[14*]c1sc2c(c1C#N)CCC2,1
6355,No ,[10*]N1C(=O)C2C([15*])CCC(C)C2C1=O,1
6356,No ,[1*]C(=O)C(C)C[8*],1
6357,No ,[16*]c1cccc(C#C)c1,1
6358,No ,[14*]c1nn2c(NN)cc(C)nc2c1C,1
6359,No ,[16*]c1cc(Cl)nc(Cl)c1,1
6360,No ,[5*]NC1CCc2cc(C)ccc21,1
6361,No ,[16*]c1cc(C)c(F)cc1Cl,1
6362,No ,[16*]c1cc2[nH]ncc2cc1C,1
6363,No ,[9*]n1c([14*])nc2cc(S([12*])(=O)=O)ccc21,1
6364,No ,[8*]C(C#N)S(=O)(=O)c1ccc(C)c(C)c1,1
6365,No ,[16*]c1cc2c(cc1[N+](=O)[O-])OCO2,1
6366,No ,[16*]c1ccc(O)c(O)c1,1
6367,No ,[16*]c1c[nH]c(=O)c([16*])c1,1
6368,No ,[8*]CN1CCCc2cc(F)cc(F)c21,1
6369,No ,[9*]n1nc2ccccn2c1=S,1
6370,No ,[16*]c1ccc2c(c1)N(C)CCO2,1
6371,No ,[11*]SC1CCCCc2ccccc21,1
6372,No ,[12*]S(=O)(=O)c1ccc(F)cc1F,1
6373,No ,[14*]c1nnc2n(C)c(=O)c3ccccc3n12,1
6374,No ,[14*]c1cc2c(s1)CCC([15*])C2,1
6375,No ,[16*]c1cccc(C#Cc2cccs2)c1,1
6376,No ,[14*]c1cc2ccsc2[nH]1,1
6377,No ,[10*]N1C(=O)C2CCC(C)(C1=O)C2(C)C,1
6378,No ,[4*]CC1=Cc2ccccc2OC1,1
6379,No ,[8*]CC(=O)n1ccc(C)cc1=NC1CCCCC1,1
6380,No ,[16*]c1cccnc1Cl,1
6381,No ,[16*]c1coc2cc(C)cc(C)c12,1
6382,No ,[14*]c1nonc1[14*],1
6383,No ,[5*]N1CCN2CCC1CC2,1
6384,No ,[12*]S(=O)(=O)c1ccccc1S([12*])(=O)=O,1
6385,No ,[1*]C(=O)C([8*])(CC)CC,1
6386,No ,[14*]c1nc2ccc(N)cc2o1,1
6387,No ,[14*]c1ccncn1,1
6388,No ,[12*]S(=O)(=O)c1cccc(F)c1F,1
6389,No ,[16*]c1ccc(C)c(N)c1,1
6390,No ,[14*]c1nc(Cl)c(Cl)c(Cl)c1Cl,1
6391,No ,[12*]S(=O)(=O)c1cc([16*])cc([16*])c1,1
6392,No ,[9*]n1c([14*])nnc1S,1
6393,No ,[16*]c1c2c(nc3ccc(C)cc13)CCCC2,1
6394,No ,[16*]c1ccc(C)c([N+](=O)[O-])c1,1
6395,No ,[14*]c1snnc1C,1
6396,No ,[14*]c1[nH]c(C)cc1[16*],1
6397,No ,[5*]N1CCCC1C1CCCN1[5*],1
6398,No ,[4*]C(CC)C([6*])=O,1
6399,No ,[16*]c1cc2c(=O)c([16*])c(C)oc2cc1O,1
6400,No ,[5*]N1CC(=O)Nc2ccccc2C1c1ccc(C)cc1,1
6401,No ,[14*]c1nc(=O)c([14*])n[nH]1,1
6402,No ,[14*]c1nc(NNC(=O)CCC(=O)O)nc2cc(C)ccc12,1
6403,No ,[14*]c1c([16*])c2ccccc2n1C,1
6404,No ,[5*]N1CCOc2cc([16*])ccc21,1
6405,No ,[15*]C1CCCC(N)C1,1
6406,No ,[4*]C(C)C([6*])=O,1
6407,No ,[16*]c1ccc(S(N)(=O)=O)c(C)c1,1
6408,No ,[4*]CCC1=CCCCC1,1
6409,No ,[14*]c1ncnc2[nH]ccc12,1
6410,No ,[16*]c1cccn2ccnc12,1
6411,No ,[5*]N1CCC2(CCOCC2)C1,1
6412,No ,[12*]S(=O)(=O)c1cccs1,1
6413,No ,[16*]c1cc(C)nc2ccc(C)cc12,1
6414,No ,[10*]N1C(=O)c2ccccc2C1=O,1
6415,No ,[10*]N1CCOC1=O,1
6416,No ,[9*]n1nc([14*])c([16*])c(C#N)c1=O,1
6417,No ,[14*]c1nc(Cl)ccc1Cl,1
6418,No ,[16*]c1c(C)[nH]c2ccc(C)cc12,1
6419,No ,[14*]c1oc2c(C)cccc2c1C,1
6420,No ,[15*]C1([15*])CCNCC1,1
6421,No ,[15*]C1(C)CCCC1,1
6422,No ,[16*]c1ccc([N+](=O)[O-])c2cnccc12,1
6423,No ,[5*]N1CCc2ccccc2C1CN,1
6424,No ,[14*]c1cc(Cl)cn1C,1
6425,No ,[14*]c1n[nH]c(=O)n1C,1
6426,No ,[16*]c1ccc2nc(C)oc2c1,1
6427,No ,[14*]c1ccc(C)nn1,1
6428,No ,[14*]c1cc(=O)n(C)c(=O)n1C,1
6429,No ,[5*]N1CCc2cc(S(N)(=O)=O)ccc21,1
6430,No ,[5*]N1CC(=O)N([10*])C(C)(C)C1,1
6431,No ,[9*]n1nc(Br)c(=O)c2ccccc21,1
6432,No ,[14*]c1nc([14*])n(C)n1,1
6433,No ,[5*]N(C)C1CS(=O)(=O)c2ccc(Cl)cc21,1
6434,No ,[5*]N1CC(C)Oc2ncccc21,1
6435,No ,[9*]n1c(N)nc2c1c(=O)n(C)c(=O)n2C,1
6436,No ,[11*]SC1CCc2c(Cl)cc(Cl)cc21,1
6437,No ,[12*]S(=O)(=O)c1cc(C)c([16*])c(C)c1,1
6438,No ,[14*]c1n[nH]c([14*])c1C,1
6439,No ,[5*]N1CC(C)Oc2ccc(C)cc21,1
6440,No ,[16*]c1cccc2c1CCC2,1
6441,No ,[16*]c1ccc2c(c1)nnn2C,1
6442,No ,[16*]c1cc2ccccc2cc1[16*],1
6443,No ,[16*]c1ccnc2ccc(Cl)cc12,1
6444,No ,[14*]c1cn2cccc([16*])c2n1,1
6445,No ,[9*]n1cc([N+](=O)[O-])c(C)cc1=O,1
6446,No ,[5*]N1CCC(C(N)=O)c2ccccc21,1
6447,No ,[14*]c1cc(C)nc(N)n1,1
6448,No ,[16*]c1cnc(N)c(Cl)c1,1
6449,No ,[14*]c1nc(C)c2c(C)c([14*])sc2n1,1
6450,No ,[16*]c1cc(Cl)c([16*])c(Cl)c1,1
6451,No ,[14*]c1cc(=O)c2ccccc2[nH]1,1
6452,No ,[9*]n1c(C)c(Br)c2ccccc21,1
6453,No ,[12*]S(=O)(=O)c1cccc(S(N)(=O)=O)c1,1
6454,No ,[14*]c1nc2cc(F)ccc2n(C)c1=O,1
6455,No ,[14*]c1nc2ccccc2[nH]c1=O,1
6456,No ,[12*]S(=O)(=O)c1ccc([16*])cc1C,1
6457,No ,[14*]c1nnc2cc(C)c3ccccc3n12,1
6458,No ,[14*]c1nc2c(=O)n(C)c(=O)n(C)c2[nH]1,1
6459,No ,[1*]C(=O)C([8*])C[8*],1
6460,No ,[15*]C1CNc2cc(C)nn2C1,1
6461,No ,[14*]c1nc2c(s1)CC(C)CC2,1
6462,No ,NS(=O)(=O)N1CCN(C2CCCc3ccccc32)CC1,1
6463,No ,[9*]n1ncc(=O)c2ccccc21,1
6464,No ,[9*]n1cnc2c(oc3ccccc32)c1=O,1
6465,No ,[16*]c1c(C#N)cnc2c([16*])cccc12,1
6466,No ,[9*]n1ccn([9*])c(=O)c1=O,1
6467,No ,[14*]c1nn(C)c(=O)c2noc(C)c12,1
6468,No ,[13*]C1Oc2ccccc2C1C,1
6469,No ,[14*]c1nc2cc(F)c(F)cc2s1,1
6470,No ,[8*]C(C)CS([12*])(=O)=O,1
6471,No ,[16*]c1ccc(F)c([16*])c1F,1
6472,No ,[5*]NC1CC(C)(C)Cc2oc(C)cc21,1
6473,No ,[9*]n1cnc2cc(Cl)ccc2c1=O,1
6474,No ,[12*]S(=O)(=O)c1ccc([16*])c2ncccc12,1
6475,No ,[16*]c1c[nH]cc1C,1
6476,No ,[10*]N1C(=O)CC2(CCCCCC2)C1=O,1
6477,No ,[5*]N1CC(C)Cn2c1nc1c2c(=O)n(C)c(=O)n1C,1
6478,No ,[14*]c1nc2c(s1)CCCCC2,1
6479,No ,[14*]c1ncncc1C,1
6480,No ,[14*]c1c([16*])c(C)nc2c([16*])c(C)nn12,1
6481,No ,[4*]C(C)CC,1
6482,No ,[14*]c1cc2c(s1)-c1cc(F)ccc1SC2,1
