,Fluorescent labeling,FRAGMENTS,FREQUENCY
31951,No ,ccc1c(Cl)c(CS)sc1c,2
17397,No ,cCOc1ccccc1Br,2
11219,No ,Cc1ccc2nnc(C)n2c1,2
16251,No ,cC(=O)Nc1cnn(-c)c1C(F)(F)F,2
27182,No ,cc1nc(C)c(CN)n1c,2
11221,No ,Cc1ccc2nnc(CN)n2n1,2
16246,No ,cC(=O)Nc1cnccn1,2
26275,No ,cc1cNC(=O)C(CC)O1,2
27187,No ,cc1nc(C)cc(O)n1,2
26274,No ,cc1cNC(=O)C(C)S1,2
26267,No ,cc1cN(S)CCC1,2
16239,No ,cC(=O)Nc1cn(C)nc1C(F)(F)F,2
8923,No ,COCc1nc(C)cs1,2
31923,No ,ccc1c(CN(C)C)cccc1n,2
16234,No ,cC(=O)Nc1ccnn1C(C)C,2
16233,No ,cC(=O)Nc1ccnn1C,2
17398,No ,cCOc1ccccc1C,2
17399,No ,cCOc1ccccc1C#N,2
8927,No ,COCc1nc(N)nc(N)n1,2
10503,No ,Cc1cc(N)[nH]n1,2
32003,No ,ccc1c(NC(C)=O)cccc1[nH],2
26219,No ,cc1cCNC(C(=O)N(C)C)C1,2
20933,No ,cc(c)-c1cscn1,2
26221,No ,cc1cCNCC1,2
31987,No ,ccc1c(N(CC)CC)nccc1c,2
31991,No ,ccc1c(N(CC)CC)ncnc1n,2
31994,No ,ccc1c(N(Cc)C(C)C)ncnc1s,2
8935,No ,COCc1nnsc1Cl,2
16187,No ,cC(=O)Nc1cccc(N)n1,2
20935,No ,cc(c)-c1n[nH]c(-c)nc1=O,2
16192,No ,cC(=O)Nc1cccc([nH])c1,2
16186,No ,cC(=O)Nc1cccc(N)c1C,2
26218,No ,cc1cCN(c(n)s)CC1,2
27216,No ,cc1nc(CN(C)C)cc(=O)n1,2
27221,No ,cc1nc(CN(C)C)n(CC)c1c,2
26217,No ,cc1cCN(c(n)n)CC1,2
16183,No ,cC(=O)Nc1cccc(F)c1C,2
27223,No ,cc1nc(CN(C)C)oc1c,2
16191,No ,cC(=O)Nc1cccc([N+])c1,2
31978,No ,ccc1c(N(CC)CC)c(C(C)C)c(C)nc1c,2
17407,No ,cCOc1ccccc1I,2
16202,No ,cC(=O)Nc1ccccc1C(C)=O,2
31955,No ,ccc1c(Cl)ccnc1c,2
10502,No ,Cc1cc(N(C)S)no1,2
20923,No ,cc(c)-c1csc(Nc)n1,2
9486,No ,COc1ccccc1Nc(n)n,2
11231,No ,Cc1ccc2sc(N)nc2c1,2
20925,No ,cc(c)-c1csc(S)n1,2
31962,No ,ccc1c(F)cc(Br)cc1[nH],2
11233,No ,Cc1ccc[nH]1,2
20078,No ,cc(C)c1nc(CS)ccn1n,2
9655,No ,CS(=O)c1cccc(F)c1,2
31966,No ,ccc1c(N(C)C(C)C)ncnc1s,2
27202,No ,cc1nc(CC)n(C(C)C)c1c,2
16198,No ,cC(=O)Nc1ccccc1Br,2
27211,No ,cc1nc(CCN)[nH]c1c,2
16194,No ,cC(=O)Nc1cccc(o)c1,2
26224,No ,cc1cC[C@@H](C(N)=O)N(C(C)=O)C1,2
34112,No ,cn(n)-c1ccc(Cl)nn1,2
27673,No ,ccc(C(=O)N(C)C)c(c)N,2
8247,No ,CNc1ccc(F)c(C(=O)O)c1,2
13105,No ,NC(=O)C1(N)CCCC1,2
35335,No ,cnc(NCc(n)n)c(c)s,2
13120,No ,NC(=O)C1=CCCCC1,2
24010,No ,cc(c)c(cs)-c1cccc(O)c1,2
10167,No ,Cc1cc(-c(n)o)ccc1N,2
35339,No ,cnc(NCc(n)s)c(c)c,2
22750,No ,cc(c)CN1CC(C)NC(C)C1,2
13109,No ,NC(=O)C1(O)CCCCC1,2
22754,No ,cc(c)CN1CC(c)CC1=O,2
22763,No ,cc(c)CN1CCCC(N)C1=O,2
24001,No ,cc(c)c(cn)CC(=O)NC,2
13100,No ,NC(=O)C(=O)c1cccc(F)c1,2
24000,No ,cc(c)c(cn)CC(=O)N(C)C,2
22760,No ,cc(c)CN1CCC1C(N)=O,2
13097,No ,N=c1ccccn1,2
23993,No ,cc(c)c(cn)C(=O)NC(C)(C)C,2
10164,No ,Cc1cc(-c(n)n)ccc1O,2
10168,No ,Cc1cc(-c(n)o)n[nH]1,2
18662,No ,cNCCNC(N)=O,2
35332,No ,cnc(NCc(n)n)c(c)Cl,2
11981,No ,Cc1nc(CS(c)(=O)=O)no1,2
24017,No ,cc(c)c(cs)C(=O)N(CC)CC,2
22741,No ,cc(c)CN1C2CCCC1CC2,2
18653,No ,cNCC1CCOC(C)C1,2
28932,No ,ccc(NS(=O)(=O)c(c)c)n(C)n,2
18657,No ,cNCCC(=O)N(C)C,2
18658,No ,cNCCCN(C)C,2
35322,No ,cnc(NCc(c)n)c(c)c,2
28188,No ,ccc(CN(CC)CC)on,2
13138,No ,NC(=O)C1CCC(N)CC1,2
11976,No ,Cc1nc(CS(C)(=O)=O)cs1,2
13132,No ,NC(=O)C1CC2CCC1O2,2
28190,No ,ccc(CN(CC)Cc)c(c)F,2
28191,No ,ccc(CN(CC)Cc)nc,2
13127,No ,NC(=O)C1CC1C(=O)O,2
24012,No ,cc(c)c(cs)-c1ccccc1Cl,2
8090,No ,CNc1cc(C(N)=O)ccn1,2
23992,No ,cc(c)c(cn)C(=O)N(Cc)C(C)C,2
35315,No ,cnc(NCc(c)c)n(c)C,2
11996,No ,Cc1nc(N(C)C)no1,2
35365,No ,cnc(S)c(c)C,2
22779,No ,cc(c)CN1CCNC(C)C1,2
18683,No ,cNCc1cc(C)ccc1C,2
23982,No ,cc(c)c(c[nH])C[C@H](NC)C(N)=O,2
13061,No ,N#Cc1cccc([N+])c1,2
13059,No ,N#Cc1cccc(N)n1,2
22783,No ,cc(c)CN1CCNCC1(CC)CC,2
18685,No ,cNCc1cc(C)no1,2
28917,No ,ccc(NCc(n)o)c(c)-n,2
18686,No ,cNCc1cc(C)oc1C,2
10159,No ,Cc1c[nH]nc1C,2
13056,No ,N#Cc1cccc(Cl)c1,2
19309,No ,cSc1ccnc(C)c1C#N,2
28904,No ,ccc(NCc(c)o)c(c)O,2
28204,No ,ccc(CN(Cc)C(C)C)c(c)F,2
23974,No ,cc(c)c(c[nH])CC(NC)C(=O)O,2
13074,No ,N#Cc1ccccn1,2
22775,No ,cc(c)CN1CCCCC1CN,2
11990,No ,Cc1nc(Cc(n)s)cs1,2
13077,No ,N#Cc1cccnc1O,2
13093,No ,N#Cc1nccnc1S,2
13090,No ,N#Cc1csc(C(N)=O)c1,2
13087,No ,N#Cc1cnc(N)c(Cl)c1,2
28197,No ,ccc(CN(CC)c(c)c)c(c)n,2
22769,No ,cc(c)CN1CCCC1CO,2
11986,No ,Cc1nc(CS)sc1C,2
13084,No ,N#Cc1ccsc1C(N)=O,2
23987,No ,cc(c)c(cn)C(=O)N(C)Cc,2
13081,No ,N#Cc1ccnc2ccc(Cl)cc12,2
23985,No ,cc(c)c(cn)C(=O)N(C)C(C)c,2
13079,No ,N#Cc1cccnc1Sc(n)n,2
23984,No ,cc(c)c(cn)C(=O)N(C(C)C)C(C)C,2
13078,No ,N#Cc1cccnc1S,2
22773,No ,cc(c)CN1CCCCC1C(N)=O,2
28910,No ,ccc(NCc(n)n)c(c)N,2
35319,No ,cnc(NCc(c)c)sn,2
19326,No ,cSc1ncc(Cl)cn1,2
28207,No ,ccc(CN(Cc)C(C)C)oc,2
35257,No ,cnc(NC)c(c)c,2
28973,No ,ccc(OC(F)(F)F)c(c)C,2
35249,No ,cnc(NC(CC)CN)c(c)c,2
13211,No ,NC(=O)CNC1CC1,2
35252,No ,cnc(NC(CC)CO)c(c)c,2
35254,No ,cnc(NC(CC)c(n)n)on,2
10750,No ,Cc1ccc(C#N)c(C)n1,2
24055,No ,cc(c)c1c(CSc)cc(=O)oc1c,2
10751,No ,Cc1ccc(C#N)c(N)n1,2
18626,No ,cNC1CCN(c)C1,2
13206,No ,NC(=O)CN1CCCCC1C(N)=O,2
18622,No ,cNC1CCN(C)CC1C,2
28965,No ,ccc(OC(C)C)c(c)O,2
13202,No ,NC(=O)CN1CCCC1C(N)=O,2
19351,No ,cSc1ncncc1C,2
28166,No ,ccc(CN(CC)C(c)=O)sc,2
24042,No ,cc(c)c(nn)C(=O)NC(C)C,2
35248,No ,cnc(NC(CC)CN)c(c)Cl,2
28975,No ,ccc(OC(F)(F)F)c(c)S,2
24065,No ,cc(c)c1c([nH])CNCC1,2
24066,No ,cc(c)c1c(n)CCCC1,2
13230,No ,NC(=O)Cc1cccnc1,2
13229,No ,NC(=O)Cc1ccccc1O,2
10843,No ,Cc1ccc(C)c(CC(N)=O)c1,2
24071,No ,cc(c)c1ccccc1c,2
24070,No ,cc(c)c1c(s)CCC1,2
13222,No ,NC(=O)Cc1cccc(N)c1,2
11953,No ,Cc1nc(CC(C)C)oc1C,2
28979,No ,ccc(OC(F)F)c(c)Cl,2
24068,No ,cc(c)c1c(o)CCCC1,2
13218,No ,NC(=O)Cc1cc(F)ccc1F,2
18614,No ,cNC1CCN(C(C)=O)C1,2
13215,No ,NC(=O)Cc1c(Cl)cccc1Cl,2
35239,No ,cnc(NC(CC)C(C)O)c(c)c,2
13214,No ,NC(=O)CS,2
18615,No ,cNC1CCN(C(C)C)C1,2
13195,No ,NC(=O)CN1C(=O)CCC1=O,2
13192,No ,NC(=O)CC1CNCCO1,2
10838,No ,Cc1ccc(C)c(C(=O)CS)c1,2
28180,No ,ccc(CN(CC)CC)c(c)[nH],2
13166,No ,NC(=O)C1CCS(=O)(=O)C1,2
19337,No ,cSc1nccn1C,2
13160,No ,NC(=O)C1CCNC(=O)C1,2
10839,No ,Cc1ccc(C)c(C(=O)N(C)C)c1,2
35293,No ,cnc(NCCO)c(c)c,2
9310,No ,COc1ccc(O)cc1C(=O)N(C)C,2
35295,No ,cnc(NCCO)n(c)C,2
24020,No ,cc(c)c(cs)C(=O)NCC,2
13191,No ,NC(=O)CC1CCS(=O)(=O)C1,2
13155,No ,NC(=O)C1CCCOC1,2
11970,No ,Cc1nc(CO)n[nH]1,2
11972,No ,Cc1nc(CO)oc1-c,2
35304,No ,cnc(NCCn)c(n)n,2
13150,No ,NC(=O)C1CCCN1,2
28938,No ,ccc(Nc(nc)c(c)C)c(c)O,2
19331,No ,cSc1ncccc1C#N,2
13168,No ,NC(=O)C1CNCCN1,2
13169,No ,NC(=O)C1CNCCO1,2
19339,No ,cSc1nccnc1C,2
35284,No ,cnc(NCC)c(C)n,2
13190,No ,NC(=O)CC1CCOCC1,2
28953,No ,ccc(O)c(c)n,2
11961,No ,Cc1nc(CN(C)C)no1,2
19341,No ,cSc1nccs1,2
24033,No ,cc(c)c(n[nH])C(=O)Nc(n)s,2
11962,No ,Cc1nc(CN(C)c)cs1,2
13181,No ,NC(=O)CC1CC1,2
24031,No ,cc(c)c(n[nH])C(=O)NCc,2
19340,No ,cSc1nccnc1C#N,2
13176,No ,NC(=O)CC1(N)CCC1,2
18632,No ,cNC1CCS(=O)(=O)C1,2
13175,No ,NC(=O)CC(C1CC1)C1CC1,2
13174,No ,NC(=O)C1SCCc2ccccc21,2
35282,No ,cnc(NCC(c)N)oc,2
18634,No ,cNC1CN2CCC1CC2,2
18689,No ,cNCc1cc(F)ccc1F,2
9941,No ,Cc(n)c(NC(=O)C(C)C)c(n)=O,2
18606,No ,cNC1CCCN(C(c)=O)C1,2
35445,No ,cnc([nH]c)C1CCCN(S)C1,2
28250,No ,ccc(CNC(c)=O)c(n)N,2
12929,No ,Fc1cc(Br)ccc1CS,2
12927,No ,FC1(F)CCC1,2
23907,No ,cc(c)c(C(=O)NC(C)C)c(C)n,2
23906,No ,cc(c)c(C(=O)NC(C)C)c(C)[nH],2
23905,No ,cc(c)c(C(=O)N(CC)CC)c(C)n,2
28839,No ,ccc(NC(C)C)n(c)n,2
12923,No ,FC(F)Oc1ccccc1Cl,2
8086,No ,CNc1cc(C(N)=O)ccc1Cl,2
28253,No ,ccc(CNC(c)=O)n(c)C,2
28256,No ,ccc(CNC(c)=O)no,2
19275,No ,cSCc1occc1C(=O)O,2
28831,No ,ccc(NC(C)=O)c(c)Cl,2
28259,No ,ccc(CNC(c)=O)sc,2
12021,No ,Cc1nc(O)c2c(C)c(C)sc2n1,2
19270,No ,cSCc1nnc(C)o1,2
22867,No ,cc(c)COC(C)C,2
12933,No ,Fc1cc(F)c(CS)c(F)c1F,2
28248,No ,ccc(CNC(c)=O)c(c)c,2
18756,No ,cNCc1ncc[nH]1,2
23918,No ,cc(c)c(C)cs,2
22859,No ,cc(c)CNc(cn)cn,2
12955,No ,Fc1ccc(S)c(Cl)c1,2
12017,No ,Cc1nc(N)ncc1C(=O)O,2
28849,No ,ccc(NC(CC)CC)c(c)C,2
9303,No ,COc1ccc(O)c(S(N)(=O)=O)c1,2
12952,No ,Fc1ccc(F)c(F)c1F,2
23915,No ,cc(c)c(C)c(C)n,2
35431,No ,cnc([nH]c)-c1ccccn1,2
12946,No ,Fc1ccc(CS)cc1F,2
12942,No ,Fc1ccc(C(F)(F)F)cc1,2
10145,No ,Cc1c[nH]c2c(C)cc(F)cc2c1=O,2
12940,No ,Fc1cc(S)cc(F)c1F,2
22866,No ,cc(c)COC(=O)c(n)n,2
12937,No ,Fc1cc(F)cc(F)c1,2
12914,No ,FC(F)(F)c1ccncc1,2
23899,No ,cc(c)c(Br)cn,2
12963,No ,Fc1ccc2nccnc2c1,2
12879,No ,Cn1nncc1-c(n)n,2
28818,No ,ccc(NC(=O)c(n)n)c(c)C,2
12890,No ,FC(F)(F)CN1CCCCC1,2
28815,No ,ccc(NC(=O)c(c)s)c(n)N,2
19265,No ,cSCc1ncc(C)o1,2
12884,No ,Cn1nnnc1CS,2
12029,No ,Cc1nc(S(C)=O)sc1C,2
12880,No ,Cn1nncc1C(N)=O,2
12878,No ,Cn1nncc1-c(n)[nH],2
23898,No ,cc(c)c(Br)c(C)n,2
22887,No ,cc(c)CS(=O)C(C)c(c)c,2
28814,No ,ccc(NC(=O)c(c)s)c(n)-n,2
22891,No ,cc(c)CS(=O)Cc(c)o,2
19263,No ,cSCc1nc(n)cc(=O)[nH]1,2
22892,No ,cc(c)CS(=O)Cc(n)n,2
22893,No ,cc(c)CS(=O)Cc(n)s,2
28810,No ,ccc(NC(=O)c(c)s)c(c)N,2
19266,No ,cSCc1ncc(Cl)n1C,2
12896,No ,FC(F)(F)c1cc(S)ccc1Cl,2
18773,No ,cNCc1occc1C,2
18772,No ,cNCc1noc(C)n1,2
22878,No ,cc(c)CS(=O)(=O)Cc(n)s,2
18770,No ,cNCc1nnsc1Cl,2
22880,No ,cc(c)CS(=O)(=O)N(CC)CC,2
12907,No ,FC(F)(F)c1ccccc1Br,2
28825,No ,ccc(NC(=O)c(n)n)c(n)=O,2
35456,No ,cnc([nH]c)SCc(c)o,2
12905,No ,FC(F)(F)c1cccc(s)n1,2
35457,No ,cnc([nH]c)SCc(n)n,2
10828,No ,Cc1ccc(C(n)=O)cc1,2
23890,No ,cc(c)c(=O)c(C)n,2
9958,No ,Cc(n)c(cn)C(=O)Nc(n)n,2
23888,No ,cc(c)c(-c1csc(N)n1)c(C)[nH],2
12025,No ,Cc1nc(O)cc(s)n1,2
12900,No ,FC(F)(F)c1ccc(s)cc1,2
23885,No ,cc(c)[C@H]1[C@H](CN(C)C)CCN1C,2
28853,No ,ccc(NC(CC)CC)n(c)n,2
12966,No ,Fc1cccc(CS)c1F,2
18691,No ,cNCc1cc(O)cc(O)c1,2
23961,No ,cc(c)c(c[nH])C(=O)N(CC)C(c)C,2
13038,No ,N#Cc1ccc(N)cc1C(F)(F)F,2
12003,No ,Cc1nc(N)c2cnn(C)c2n1,2
18701,No ,cNCc1cccc(N)c1,2
13029,No ,N#Cc1cc([N+](=O)[O-])ccc1S,2
35386,No ,cnc(SCc(c)n)c(c)C,2
35389,No ,cnc(SCc(c)n)n(c)C,2
10155,No ,Cc1c[nH]cc1C,2
35393,No ,cnc(SCc(n)n)c(c)c,2
19302,No ,cSc1ccc([N+])cn1,2
23960,No ,cc(c)c(c[nH])C(=O)N(CC)C(C)C,2
28219,No ,ccc(CNC(C)=O)c(c)F,2
28221,No ,ccc(CNC(C)=O)c(c)c,2
28222,No ,ccc(CNC(C)=O)nn,2
22811,No ,cc(c)CNC(=O)CS,2
19304,No ,cSc1ccccc1,2
35397,No ,cnc(SCc(n)o)c(c)c,2
10157,No ,Cc1c[nH]cc1C(N)=O,2
18700,No ,cNCc1cccc(F)c1,2
28891,No ,ccc(NCc(c)c)n(C)n,2
23966,No ,cc(c)c(c[nH])C(=O)NCc,2
13049,No ,N#Cc1cccc(-c(n)n)c1,2
28208,No ,ccc(CN(Cc)Cc)oc,2
9942,No ,Cc(n)c(NC(=O)C(C)O)c(n)=O,2
28209,No ,ccc(CN(Cc)c(c)n)c(c)-c,2
28897,No ,ccc(NCc(c)n)c(c)N,2
28896,No ,ccc(NCc(c)n)c(c)F,2
35380,No ,cnc(SCC(c)=O)n(c)-c,2
9944,No ,Cc(n)c(NC(=O)CN)c(C)n,2
13046,No ,N#Cc1ccc(S)cc1,2
35381,No ,cnc(SCC(c)=O)n(c)C,2
13045,No ,N#Cc1ccc(S)c([N+](=O)[O-])c1,2
9215,No ,COc1ccc(C)nc1,2
18696,No ,cNCc1ccc(C)s1,2
13041,No ,N#Cc1ccc(O)c(Cl)c1,2
10837,No ,Cc1ccc(C)c(Br)c1,2
18723,No ,cNCc1ccncc1,2
35402,No ,cnc(Sc(nn)[nH]c)c(c)C,2
10146,No ,Cc1c[nH]c2c(C)cccc12,2
10147,No ,Cc1c[nH]c2cc(Cl)ccc12,2
18741,No ,cNCc1csc(C)n1,2
28236,No ,ccc(CNC(N)=O)c(c)n,2
19290,No ,cSc1ccc(Cl)cc1,2
35409,No ,cnc(Sc(nn)n(c)C)c(c)Cl,2
12982,No ,Fc1ccccc1Br,2
12008,No ,Cc1nc(N)cc(n)n1,2
9951,No ,Cc(n)c(c(C)n)[N+](=O)[O-],2
23929,No ,cc(c)c(CC(=O)Nc)c(C)[nH],2
18726,No ,cNCc1cn(-c)nc1C,2
12976,No ,Fc1cccc2c(Cl)ccnc12,2
23928,No ,cc(c)c(CC(=O)NC)c(C)[nH],2
19283,No ,cSc1cc(C)ncc1C,2
22851,No ,cc(c)CNCc(c)n,2
23924,No ,cc(c)c(C1=CCNCC1)c(C)[nH],2
23923,No ,cc(c)c(C)on,2
22853,No ,cc(c)CNCc(n)n,2
35408,No ,cnc(Sc(nn)n(c)C)c(c)C,2
12005,No ,Cc1nc(N)c2sccc2n1,2
12004,No ,Cc1nc(N)c2nc[nH]c2n1,2
19293,No ,cSc1ccc(N)cc1,2
23942,No ,cc(c)c(COC)c(C)s,2
28876,No ,ccc(NCCC)c(c)C,2
28875,No ,ccc(NCC)c(c)N,2
13002,No ,N#CCc1ccccc1,2
19299,No ,cSc1ccc([N+])cc1F,2
19298,No ,cSc1ccc([N+])cc1C#N,2
28871,No ,ccc(NCC(N)=O)c(c)Cl,2
12999,No ,N#CCCn,2
22836,No ,cc(c)CNC(CC)CS,2
22837,No ,cc(c)CNC(CC)c(c)c,2
19296,No ,cSc1ccc([N+])cc1,2
22839,No ,cc(c)CNC(Cc)CO,2
19294,No ,cSc1ccc(O)cc1,2
28863,No ,ccc(NC1CC1)c(c)N,2
28229,No ,ccc(CNC(C)C)oc,2
9199,No ,COc1ccc(C)cc1Cn(n)n,2
35232,No ,cnc(NC(C)CO)c(c)C,2
28805,No ,ccc(NC(=O)c(c)s)c(C)n,2
11883,No ,Cc1nc(-c(n)n)no1,2
35056,No ,cnc(Cn(c(c)=O)c(n)=O)no,2
11879,No ,Cc1nc(-c(n)[nH])no1,2
24248,No ,cc(n)-c1ccc(O)c(F)c1,2
11880,No ,Cc1nc(-c(n)[nH])sc1C,2
24247,No ,cc(n)-c1ccc(O)c(Cl)c1,2
35057,No ,cnc(Cn(c(c)=O)c(n)=O)on,2
24246,No ,cc(n)-c1ccc(O)c(Br)c1,2
35059,No ,cnc(Cn(c(c)C)c(=O)s)no,2
10853,No ,Cc1ccc(C)c(N(C)C)n1,2
22567,No ,cc(c)CC1CCCCN1C(N)=O,2
9902,No ,Cc(n)c(C(=O)NC(C)C)c(C)n,2
28105,No ,ccc(CN(C(c)=O)C(C)C)nc,2
11887,No ,Cc1nc(-c)c(C(N)=O)s1,2
35063,No ,cnc(Cn(c(c)C)c(c)=O)on,2
24238,No ,cc(n)-c1ccc(Cl)s1,2
28110,No ,ccc(CN(C)C(C)=O)oc,2
35053,No ,cnc(Cn(c(C)n)c(c)c)oc,2
9899,No ,Cc(n)c(C#N)c(C)n,2
24255,No ,cc(n)-c1ccc(n)cc1,2
35052,No ,cnc(Cn(c(C)n)c(c)c)no,2
24278,No ,cc(n)-c1cccn1C,2
22558,No ,cc(c)CC(O)CN(C)C,2
35040,No ,cnc(Cl)c(c)N,2
24270,No ,cc(n)-c1ccccc1C(F)(F)F,2
35043,No ,cnc(Cl)sc,2
24265,No ,cc(n)-c1cccc(N(C)C)c1,2
11874,No ,Cc1nc(-c(cn)cn)cs1,2
24262,No ,cc(n)-c1cccc(CN)c1,2
35047,No ,cnc(Cn(c(-c)n)c(=O)o)no,2
10855,No ,Cc1ccc(C)c(NC(N)=O)c1,2
13481,No ,NC(=O)c1cccnc1C(F)(F)F,2
18510,No ,cNC(=O)c1nc(C)ncc1Cl,2
29110,No ,ccc(Sc(nc)[nH]n)c(c)[N+],2
18511,No ,cNC(=O)c1nc(N)ncc1Cl,2
28102,No ,ccc(CN(C(c)=O)C(C)C)c(c)F,2
9905,No ,Cc(n)c(C(=O)NC(C)c)c(C)n,2
11889,No ,Cc1nc(-c)n(C)n1,2
13494,No ,NC(=O)c1ccncc1Br,2
35088,No ,cnc(Cn(cn)nc)[nH]c,2
22584,No ,cc(c)CCC(=O)N(c)C,2
24206,No ,cc(n)-c1cc(C(N)=O)n(C)c1,2
28117,No ,ccc(CN(C)C(N)=O)c(c)Cl,2
13429,No ,NC(=O)c1ccc(S)o1,2
24205,No ,cc(n)-c1cc(C(N)=O)cs1,2
18537,No ,cNC(=O)c1sccc1C#N,2
13428,No ,NC(=O)c1ccc(S)nc1,2
13426,No ,NC(=O)c1ccc(S)c([N+](=O)[O-])c1,2
9906,No ,Cc(n)c(C(=O)NC(C)c)c(C)o,2
24204,No ,cc(n)-c1cc(C(N)=O)co1,2
24203,No ,cc(n)-c1cc(C(N)=O)ccc1O,2
28121,No ,ccc(CN(C)C(c)=O)c(c)F,2
35093,No ,cnc(Cn(nc)c(=O)o)on,2
35094,No ,cnc(Cn(nc)c(=O)o)sc,2
29090,No ,ccc(Oc(nc)c(c)c)c(c)C,2
10743,No ,Cc1ccc(Br)cc1C,2
35085,No ,cnc(Cn(cn)c(c)c)oc,2
35084,No ,cnc(Cn(cn)c(c)c)[nH]c,2
24211,No ,cc(n)-c1cc(C)co1,2
35083,No ,cnc(Cn(cn)c(c)C)on,2
18518,No ,cNC(=O)c1ncncc1Cl,2
35070,No ,cnc(Cn(c(n)=O)c(c)c)on,2
28112,No ,ccc(CN(C)C(C)C)c(c)C,2
24226,No ,cc(n)-c1ccc(Br)cc1,2
24225,No ,cc(n)-c1ccc(-c)cc1,2
24221,No ,cc(n)-c1cc(Cl)sc1Cl,2
19408,No ,c[nH]c(C)c(c)-c,2
24220,No ,cc(n)-c1cc(Cl)ccc1Cl,2
18519,No ,cNC(=O)c1nn(-c)cc1Br,2
13437,No ,NC(=O)c1cccc(C(F)(F)F)c1F,2
24216,No ,cc(n)-c1cc(C)no1,2
24215,No ,cc(n)-c1cc(C)n(CC)c1C,2
10184,No ,Cc1cc(=O)[nH]cc1-c(n)o,2
24213,No ,cc(n)-c1cc(C)n(C)c1,2
24212,No ,cc(n)-c1cc(C)cs1,2
13491,No ,NC(=O)c1ccnc2ccc(O)cc12,2
9886,No ,Cc([nH])c(cn)-c1nnc(N)s1,2
29087,No ,ccc(Oc(cc)c(c)Cl)c(c)N,2
13549,No ,NC(=O)c1sccc1Br,2
9878,No ,C[C@H]1CN(c)CCN1S(C)(=O)=O,2
18489,No ,cNC(=O)c1cnn(C)c1C(C)C,2
9879,No ,C[C@H]1CNCCN1S(C)(=O)=O,2
9880,No ,C[C@H]1C[C@@H]2C=C[C@H]1C2,2
22515,No ,cc(c)CC(=O)N(C)c(c)c,2
19430,No ,c[nH]c(nn)-c1nc(C)c(C)s1,2
34983,No ,cnc(CS(=O)Cc)c(C)o,2
24327,No ,cc(n)-c1nccn1Cc(n)o,2
24313,No ,cc(n)-c1nc(c(c)F)c(c)n1C,2
24321,No ,cc(n)-c1nccc(C(F)(F)F)n1,2
19426,No ,c[nH]c(nn)-c1ccccc1F,2
24320,No ,cc(n)-c1ncc(c)c(=O)[nH]1,2
24319,No ,cc(n)-c1ncc(CN)s1,2
10192,No ,Cc1cc(=O)cc[nH]1,2
34994,No ,cnc(CSCc)on,2
13542,No ,NC(=O)c1nccn2ccnc12,2
22511,No ,cc(c)CC(=O)N(C)C,2
24336,No ,cc(n)-c1nnc(SC)n1CC,2
13556,No ,NC1C2C3CCC(C3)C12,2
19432,No ,c[nH]c(nn)-c1noc(C)n1,2
24359,No ,cc(n)-n1ccc(NC)n1,2
24358,No ,cc(n)-n1ccc(N)n1,2
9876,No ,C[C@H]1CN(C)CCN1S(C)(=O)=O,2
24352,No ,cc(n)-n1cc(Br)cn1,2
24348,No ,cc(n)-c1noc(Cc)n1,2
24347,No ,cc(n)-c1noc(CO)n1,2
18476,No ,cNC(=O)c1cncc(C)c1,2
34968,No ,cnc(CS(=O)(=O)CC)no,2
18478,No ,cNC(=O)c1cncc(F)c1,2
28075,No ,ccc(CCNC)nc,2
13564,No ,NC1CC(O)C12CCCC2,2
29165,No ,ccc([nH]n)C(=O)N(C)c(c)c,2
28077,No ,ccc(CCNC)sc,2
34977,No ,cnc(CS(=O)(=O)c(n)n)no,2
24339,No ,cc(n)-c1noc(=O)n1C,2
18492,No ,cNC(=O)c1coc(-c)n1,2
11863,No ,Cc1n[nH]c2ccccc2c1=O,2
35035,No ,cnc(Cc(nc)n(c)C)[nH]c,2
29118,No ,ccc(Sc(nn)n(c)C)c(c)[N+],2
35024,No ,cnc(Cc(c(C)n)c(C)n)on,2
19419,No ,c[nH]c(cn)-c1cccc(F)c1,2
29123,No ,ccc(Sc(nn)sc)c(c)C,2
13514,No ,NC(=O)c1cnccc1N,2
35025,No ,cnc(Cc(c(C)n)c(C)o)on,2
29121,No ,ccc(Sc(nn)oc)c(c)C,2
13507,No ,NC(=O)c1cnc(S)[nH]1,2
18506,No ,cNC(=O)c1nc(-c)cs1,2
35000,No ,cnc(CSc(c)n)no,2
29115,No ,ccc(Sc(nn)n(c)-c)c(c)[N+],2
13503,No ,NC(=O)c1cnc(-n)cn1,2
22557,No ,cc(c)CC(NC(c)=O)C(=O)O,2
13501,No ,NC(=O)c1ccon1,2
24283,No ,cc(n)-c1ccsc1,2
9885,No ,Cc([nH])c(c(C)n)[N+](=O)[O-],2
24280,No ,cc(n)-c1ccco1,2
11867,No ,Cc1n[nH]cc1CN,2
13520,No ,NC(=O)c1coc2ccccc12,2
9882,No ,C[C@H]1[C@@H](C(N)=O)[C@@H]2C=C[C@H]1C2,2
9881,No ,C[C@H]1OCC[C@@H]1CN,2
35001,No ,cnc(CSc(c)n)on,2
35002,No ,cnc(CSc(n)[nH])[nH]c,2
13535,No ,NC(=O)c1nc[nH]n1,2
35006,No ,cnc(CSc(n)[nH])on,2
35008,No ,cnc(CSc(n)n)c(c)C,2
35010,No ,cnc(CSc(n)n)nc,2
24310,No ,cc(n)-c1nc(Cn)cs1,2
