,Fluorescent labeling,FRAGMENTS,FREQUENCY
6901,No ,CN1CCC(C(N)=O)c2ccccc21,8
35747,No ,cnc(cs)-c1cccnc1,8
6903,No ,CN1CCC(C)(C)C1,8
40536,Yes,C=Cc1cc[n+](C)cn1,8
24287,No ,cc(n)-c1csc(NC)n1,8
3340,No ,CCC(N)CC,8
1222,No ,CC(C)NC(=O)C1CC1c,8
42762,Yes,CN(C)c1nc(N)ncc1n,8
40532,Yes,C=Cc1cc[n+](C)c(C=C)c1,8
41639,Yes,CC(F)=C([C-](C)F)[n+]1ccccc1,8
42766,Yes,CN(C)c1ncc(n)c(N)n1,8
40524,Yes,C=Cc1cc(cc)c(c)cc1O,8
42767,Yes,CN(C)c1ncc(n)cn1,8
38190,No ,nc1ccc(Br)cn1,8
41638,Yes,CC(F)(F)CCOc(n)n,8
54666,Yes,cc1ccccn1c(C)n,8
29941,No ,ccc(cc)-n1nc(C)ccc1=O,8
40511,Yes,C=Cc1cc(OC)c(O)cc1C,8
42768,Yes,CN(C)c1nccc(n)n1,8
35746,No ,cnc(cs)-c1ccccn1,8
6938,No ,CN1CCC(c(n)n)CC1,8
10882,No ,Cc1ccc(CN)c(F)c1,8
12425,No ,Cc1noc(CO)n1,8
48090,Yes,c[b-](c)[n+]1ccccc1c,8
12415,No ,Cc1noc(C)c1N,8
2166,No ,CC1CC(O)CN1C,8
50827,Yes,cc(c)C1=[O+][B-](F)(F)OC=C1C,8
40437,Yes,C=Cc1[se]c(c)c(cc)[n+]1CC,8
6463,No ,CN(C)c1c(F)cccc1F,8
40436,Yes,C=Cc1[nH]c(-c)nc1/C=C/c,8
1182,No ,CC(C)N1CCCC1C(N)=O,8
50828,Yes,cc(c)C1=[O+][B-](OC)(OC)OC=C1,8
40435,Yes,C=Cc1[nH]c(-c(c)c)nc1C,8
48996,Yes,cc(F)c1c(c)CCC(C)(C)N1,8
60586,Yes,nc(=O)c1ccccc1n,8
49009,Yes,cc(I)c(=O)c(c)I,8
49014,Yes,cc(I)c([O-])c(c)I,8
8653,No ,CNc1ncnc2sc(C)cc12,8
42914,Yes,CNC1CCN(O)C(C)(C)C1,8
31081,No ,ccc(nc)-c1csc(N)n1,8
57179,Yes,ccc1[nH]c(cc)c(n)c1c,8
15956,No ,cC(=O)N1CCOC(C)(C)C1,8
50070,Yes,cc(c)-c1sc(-c)c2c1OCCO2,8
17157,No ,cCNC(=O)C(Cc)Oc,8
42915,Yes,CNC1CCNC(C)(C)C1,8
43071,Yes,COC(=O)N(C)C,8
48081,Yes,c[Si](c)(C)c1ccccc1,8
59453,Yes,cn(c)C(C)C,8
13578,No ,NC1CC2OCCC12,8
2173,No ,CC1CC1C(=O)N(C)C,8
42923,Yes,CNCCN(C)C,8
36423,No ,cnc1c(s)CCC1,8
59452,Yes,cn(c)C(C)=O,8
15978,No ,cC(=O)N1CC[C@@H](N)C1,8
15980,No ,cC(=O)N1CC[C@H](N)C1,8
13239,No ,NC(=O)Cn1cncc(s)c1=O,8
22192,No ,cc(c)C(F)F,8
59476,Yes,cn(c)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8
59475,Yes,cn(c)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,8
46445,Yes,c-c1ccc(I)cc1,8
57108,Yes,ccc(sc)C1=[N+]([B-](n)(F)F)C(=N)C(c)=C1,8
54601,Yes,cc1cccc2sc(c)c(c)c12,8
54600,Yes,cc1cccc2sc(C)nc12,8
40464,Yes,C=Cc1c(F)cc(-n)c(F)c1F,8
57118,Yes,ccc1/c(=N/C(c)=N)n([Si](n)(O)O)c(=N)c1c,8
35727,No ,cnc(cs)-c1cc(F)ccc1OC,8
29866,No ,ccc(cc)-n1[nH]c(C)cc1=O,8
57121,Yes,ccc1[n+](c)[B-](F)(F)n2c(-c)cnc2-1,8
12410,No ,Cc1noc(C)c1CO,8
46437,Yes,c-c1ccc(Cl)cc1C(C)(C)c,8
29851,No ,ccc(cc)-c1noc(N)n1,8
100,No ,C=C(C)n1c(=O)n(C)c2ccccc21,8
29849,No ,ccc(cc)-c1noc(C)c1C(N)=O,8
41632,Yes,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8
18465,No ,cNC(=O)c1ccoc1C,8
42873,Yes,CN=c1c(=N)cc(O)c2c(C)cccc12,8
50276,Yes,cc(c)=[N+]1CCOCC1,8
13563,No ,NC1CC(O)C12CCC2,8
18474,No ,cNC(=O)c1cncc(-c)c1,8
8172,No ,CNc1ccc(-c)nn1,8
54534,Yes,cc1cccc2c([O-])ccc(c)c12,8
42892,Yes,CNC(=O)c(n)n,8
48455,Yes,cc(-c)c1ccc(O)cc1c,8
1188,No ,CC(C)N1CCCNC1=O,8
29804,No ,ccc(cc)-c1ncn(C)n1,8
50819,Yes,cc(c)C1=[N+]2C(=Ncn(c)[B-]2(F)F)C(c)=C1C,8
46325,Yes,c-c1cc(N)ccc1P(c)(c)=O,8
32374,No ,ccc1c(c)C[C@@H](C(N)=O)N1C(C)=O,8
48043,Yes,cSc1ccc(-c)cc1C,8
24930,No ,cc(n)NC(=O)CN(C)C,8
41536,Yes,CC(C)=C1c2cc(O)ccc2C=CN1C,8
46183,Yes,[n+]c1ccc(F)cc1,8
48560,Yes,cc(=O)n(-c1c(C(C)C)cccc1C(C)C)c(c)=O,8
41448,Yes,CC(C)(C)N(O)C(C)(C)C,8
51046,Yes,cc(c)N1C=C(c(c)n)CC1C,8
51047,Yes,cc(c)N1C=C(c)CC1C(=O)OC,8
6522,No ,CN(C)c1cccc(F)c1,8
19040,No ,cOc1ccc(Cl)cn1,8
13716,No ,NCC1COCCO1,8
47928,Yes,cOCCC(F)(F)C(C)(F)F,8
54017,Yes,cc1ccc(C#N)c(OCC)c1,8
54014,Yes,cc1ccc(C#N)/c(=N\C(c)=O)o1,8
41523,Yes,CC(C)=C(c1ccccc1)C(c)c,8
34324,No ,cn(n)Cc1cccc(C)c1,8
15604,No ,c-n1cnnc1N,8
29310,No ,ccc(c(c)C)S(C)(=O)=O,8
21967,No ,cc(c)C(C)CN,8
54000,Yes,cc1ccc(=O)cc-1,8
19065,No ,cOc1cccc(C(N)=O)c1,8
57553,Yes,ccc1c(c)-c(c)c(c(c)-c)C1,8
4806,No ,CCN(c1nccs1)C(C)C,8
49219,Yes,cc([n+])-c1ccc(C)cc1,8
60494,Yes,csc1cc(-c(c)c)sc1c,8
40064,Yes,C=C1c(c)c(cc)C(c(cc)cc)=[N+]1[B-](n)(F)F,8
49221,Yes,cc([n+])-c1ccc([N+])cc1,8
53992,Yes,cc1ccc(-c(n)s)c(=O)o1,8
2386,No ,CC1CCN(c)CC1,8
5740,No ,CCc1ncc(N)cn1,8
40122,Yes,C=CC(=NC)/C(c(cc)cc)=c(/cc)[nH]c,8
34339,No ,cn(n)Cc1ccccc1F,8
50005,Yes,cc(c)-c1ncnc(-n(c)c)n1,8
43300,Yes,COc1ccc(N)c(S(=O)(=O)O)c1,8
48510,Yes,cc(-n)n(c(c)n)[C@H]1C[C@H](O)[C@@H](C)O1,8
56012,Yes,ccc(c(c)S)-c1c(cc)-c(c)oc(c)c1cc,8
36527,No ,cnc1n(c)CCC1,8
37631,No ,nCc1c(Cl)cccc1Cl,8
37819,No ,nc(n)-c1ccc(S)cc1,8
47961,Yes,cOc1c(C)coc2ccccc12,8
15636,No ,c-n1nnn(Cc(n)o)c1=O,8
18986,No ,cOCc1ccncc1,8
47960,Yes,cOc1c(C)coc2c(C)cc(C)cc12,8
13696,No ,NCC1CCCN(C(N)=O)C1,8
57513,Yes,ccc1c(S(=O)(=O)O)cccc1c,8
60506,Yes,csc1cc(N(C)C)c(F)cc1c,8
3246,No ,CCC(CN)NC(=O)NC,8
57516,Yes,ccc1c(S(=O)(=O)[O-])cc([O-])cc1c,8
49199,Yes,cc([O-])c(I)c(c)o,8
43303,Yes,COc1ccc(N)cc1C,8
43304,Yes,COc1ccc(N)cc1C=O,8
59960,Yes,cnc1c(c)c(C)c(-n(c)n)n1[C@@H](CC)OC,8
56097,Yes,ccc(cc)-c1c(Br)c(-c)c(N)n1[B-]([N+])(F)F,8
49772,Yes,cc(c)-c1ccc(n)c(c(c)-c)c1,8
43334,Yes,COc1ccc([n+])cc1,8
47211,Yes,cB1cc(s)-c2ccc(-c)cc2N1,8
48512,Yes,cc(=N)c1ccccc1c,8
1591,No ,CC(N)CN,8
8585,No ,CNc1ncc(Br)cc1C,8
34345,No ,cn(n)Cc1cccnc1,8
26616,No ,cc1cc(N)nc(CN(C)C)n1,8
32545,No ,ccc1c(c)Oc(c)c(cc)C1C(=O)N(C)C,8
50236,Yes,cc(c)/C=N/C(CC)CC,8
11957,No ,Cc1nc(CC(N)=O)no1,8
3913,No ,CCCN(CCN)C(=O)CC,8
40025,Yes,C=C1NC=Cc2cc(O)ccc21,8
38438,Yes,BN1C(=C)c2ccccc2C1=O,8
53913,Yes,cc1cc(c)c2ccc(n)c3c(n)ccc1c23,8
32632,No ,ccc1c(c)n(C)c(=O)n1C(=CC)CC,8
59828,Yes,cnc(nc)NC,8
1578,No ,CC(N)C1CNC(=O)C1,8
17019,No ,cCN1CCC(C)C1,8
271,No ,CC(=O)N(CCCN)C(N)=O,8
43495,Yes,C[C@@H]1CCC(=O)C1(C)C,8
24364,No ,cc(n)-n1ccnc1,8
43497,Yes,C[C@@H]1CCC[C@]2(C)C(=O)CC[C@@H]12,8
59975,Yes,cnc1c(c)nc(C(N)=O)n1Cc(c)c,8
51085,Yes,cc(c)N1c(s)cSc2c1sc(c)c2c,8
57608,Yes,ccc1c(c)-cc(c)B(Oc)O1,8
40024,Yes,C=C1NC=Cc2c1oc(c)c2cc,8
24951,No ,cc(n)NC(=O)c(cn)cn,8
41486,Yes,CC(C)(C)c1cccc(S)c1,8
38441,Yes,BN1C(=O)c2ccccc2C1=Cc,8
19183,No ,cSC(C)C,8
43559,Yes,C[P+](C)(c)c1ccccc1,8
29151,No ,ccc([nH]c)C(=O)Nc(n)s,8
4817,No ,CCN1C(=O)CC(C)(C)C1=O,8
13747,No ,NCCc1cccc(O)c1,8
46972,Yes,c1cc2c3c(cccc3c1)NCN2,8
47884,Yes,cNc1cccc(C)c1C,8
46143,Yes,[b-][n+]1ccccc1,8
47883,Yes,cNc1cccc(C(F)(F)F)c1,8
47882,Yes,cNc1ccc([N+])cc1S(=O)(=O)O,8
47881,Yes,cNc1ccc([N+])cc1S,8
53914,Yes,cc1cc(c)c2ccc[n+]3cccc1c23,8
3230,No ,CCC(CN)N1CCNC1=O,8
48519,Yes,cc(=O)c(I)c(-c)o,8
17029,No ,cCN1CCC(N)C1=O,8
47226,Yes,cC#Cc1c(F)c(F)cc(F)c1F,8
32595,No ,ccc1c(c)cc(-c(c)c)n1CC(N)=O,8
38429,Yes,BN(C)C(=O)c(c)c,8
40057,Yes,C=C1c(c)c(cc)C(=O)N1B(c)O,8
47227,Yes,cC#Cc1c(F)c(F)nc(F)c1F,8
43418,Yes,COc1nc(N)ncc1n,8
48520,Yes,cc(=O)c(O)co,8
36578,No ,cnc1nccnc1c,8
41518,Yes,CC(C)=C(C([N+])=N)c1ccccc1,8
41468,Yes,CC(C)(C)c1cc(Cl)ccc1N,8
43421,Yes,COc1ncnc2c1nc(C)n2C,8
7088,No ,CN1CCOCC1(C)C,8
17032,No ,cCN1CCC(NC)C1=O,8
317,No ,CC(=O)N1CCC(N)C1,8
36589,No ,cnc1sc(-c(c)c)cc1c,8
13729,No ,NCCC1CCNCC1,8
15548,No ,c-n1cc(Br)cn1,8
51072,Yes,cc(c)N1c(c)cB(c)c2c(N)cccc21,8
29226,No ,ccc(c(c)C)-n1ncc(C)c1C,8
48523,Yes,cc(=O)c(co)OC,8
46168,Yes,[n+]Cc1ccccc1,8
43471,Yes,C[C@@H](N)C(=O)O,8
15543,No ,c-n1[nH]c(C(N)=O)cc1=O,8
26639,No ,cc1cc(O)ccc1n(c)C,8
46151,Yes,[c+]-c1ccccc1,8
56046,Yes,ccc(c(c)c)[N+](=O)[O-],8
47903,Yes,cOC(=O)[C@H](C)N,8
40041,Yes,C=C1SC(=S)N(CC)C1=O,8
56004,Yes,ccc(c(c)O)C(c(c(C)[nH])c(c)c)c(c(C)[nH])c(c)c,8
13216,No ,NC(=O)Cc1c(F)cccc1Cl,8
12500,No ,Cc1sc2cccc(F)c2c1C,8
48001,Yes,cP(c)(=S)c1ccccc1,8
40250,Yes,C=CC1=C(c(cc)cc)[C@H]2c(c)c[C@]1(S)cc2c,8
40249,Yes,C=CC1=C(c(cc)cc)/C(=C/C)CCC1,8
43159,Yes,COCc1cccc(-c)c1,8
54214,Yes,cc1ccc2c(-c)cc(c)c3c(c)cc(c)c1c23,8
59395,Yes,cn(c)-c1ccc(-c)nn1,8
32416,No ,ccc1c(c)NC(=O)CC1C(=O)NC,8
49117,Yes,cc(O)c1c(c)cc(c)c2c(c)cc(-c)c(OC)c12,8
40234,Yes,C=CC1=C([O-])C(=Cc)C1=C(C#N)C#N,8
17096,No ,cCN1CCNC1=O,8
18846,No ,cNc1ccccc1O,8
40233,Yes,C=CC1=C([O-])C(=Cc)C1=C,8
17092,No ,cCN1CCNC(=O)C1,8
26532,No ,cc1cc(C)cc(NCC)n1,8
11835,No ,Cc1cscc1C(N)=O,8
43153,Yes,COCOC(C)=O,8
29498,No ,ccc(c(c)N)N1CCNCC1,8
11833,No ,Cc1cscc1C,8
18860,No ,cNc1nc(-c)cs1,8
22055,No ,cc(c)C(CC)(CC)C(=O)OC,8
18863,No ,cNc1nc(CN)cs1,8
46952,Yes,c/N=N/c1ccccc1S(=O)(=O)O,8
43193,Yes,COc1c(C)c(=O)n2c(=O)c(C)c(CO)n12,8
57409,Yes,ccc1c(C=C(C)C)cc(n)cc1c,8
40214,Yes,C=CC1=C(Cl)CCCC1,8
43194,Yes,COc1c(C)cc(C)c2c1CCCN2C,8
40213,Yes,C=CC1=C(Cl)/C(=C/C)CCC1,8
34381,No ,cn(n)Cc1noc(-c)n1,8
57416,Yes,ccc1c(C=O)cccc1c,8
18821,No ,cNc1ccc(F)cc1,8
40260,Yes,C=CC1=C(c)CCCC1,8
46212,Yes,[nH]c1ccc2c(c1)OCO2,8
15790,No ,cC(=O)N(c1ccccn1)C(C)C,8
50899,Yes,cc(c)CCC(=O)O,8
46949,Yes,c/N=N/c1cccc(S)c1,8
32366,No ,ccc1c(c)CN(c)CC1,8
29592,No ,ccc(c(c)n)S(=O)(=O)N(CC)CC,8
54277,Yes,cc1ccc2c3c(ccc(c)c13)C(=O)OC2=O,8
26483,No ,cc1cc(C(=O)Nc)oc1c,8
48038,Yes,cSc1cc(C(C)(C)C)ccc1N,8
54267,Yes,cc1ccc2c(c1)oc(c)c2c,8
55970,Yes,ccc(c(c)F)N(C)C,8
57026,Yes,ccc(sc)-c1cc(-c)nn1-c(c)c,8
9616,No ,CS(=O)(=O)c1cccc(N)c1,8
26488,No ,cc1cc(C(C)N(C)C)oc1c,8
29574,No ,ccc(c(c)S)[N+](=O)[O-],8
41414,Yes,CC(=[N+])c1ccc(C)[nH]1,8
54225,Yes,cc1ccc2c(=O)nc(=O)c3ccc(c)c1c23,8
2271,No ,CC1CCCC1CN,8
29563,No ,ccc(c(c)O)[N+](=O)[O-],8
54249,Yes,cc1ccc2c(c)c(c)n(CC)c2c1,8
38319,No ,ncc1ccc(N)cc1n,8
46300,Yes,c-c1cc(C)c2ccccc2n1,8
4780,No ,CCN(c(n)n)c1ccccc1,8
38326,No ,ncn(-c1ccccc1)c(n)N,8
50922,Yes,cc(c)CNC(CC)CC,8
49106,Yes,cc(O)c1c(c)c(c)c(c(c)O)n1C,8
54239,Yes,cc1ccc2c([O-])cc(S)c3ccc(c)c1c23,8
50925,Yes,cc(c)COC,8
55972,Yes,ccc(c(c)F)N1CCCCC1,8
11319,No ,Cc1cccc(F)c1N(C)C,8
18890,No ,cNc1nnc(S)s1,8
3273,No ,CCC(CNC(c)=O)C(C)O,8
57425,Yes,ccc1c(CCC)c(C)c(C)n1c,8
59360,Yes,cn(C)c1nc(NC)ncc1n,8
3258,No ,CCC(CN)c1nc(-c)no1,8
29425,No ,ccc(c(c)F)C1CC1C(N)=O,8
10797,No ,Cc1ccc(C(N)=O)c(=O)[nH]1,8
60517,Yes,csc1cc(c(c)C)c(c)cc1c,8
49145,Yes,cc(O)c1cc(CC)c(N)cc1o,8
2334,No ,CC1CCCN1c(n)n,8
50987,Yes,cc(c)N(Cc)CCNc,8
50008,Yes,cc(c)-c1ncnc(Oc)n1,8
50997,Yes,cc(c)N(c(c)c)c1cc(C)ccc1C,8
60515,Yes,csc1cc([Si]([Si])([Si])[Si])sc1c,8
34770,No ,cnc(CC)sc,8
43260,Yes,COc1ccc(-c)c(C)c1,8
23811,No ,cc(c)S(=O)(=O)NCC(C)(c)C,8
15660,No ,c1ccc2c(c1)COC2,8
54150,Yes,cc1ccc(OC)c(F)c1,8
49164,Yes,cc(O)n1c(COC)c(C)c(=O)n1c,8
13219,No ,NC(=O)Cc1cc(O)cc(O)c1,8
54094,Yes,cc1ccc(Cl)c(Cl)c1,8
7667,No ,CNC1CCC(=O)NC1,8
18969,No ,cOCc1cc(-c)on1,8
29388,No ,ccc(c(c)F)-n1cc(N)cn1,8
3507,No ,CCC1(CC)CCNCC1,8
59958,Yes,cnc1c(c)[nH]c2ccccc21,8
54083,Yes,cc1ccc(C=O)c(c)c1,8
46220,Yes,[nH]c1cccnc1,8
54082,Yes,cc1ccc(C=O)c(OCC)c1,8
3250,No ,CCC(CN)NS(C)(=O)=O,8
25881,No ,cc1c(c)COC1,8
43229,Yes,COc1cc(C(c)c)ccc1O,8
46963,Yes,c/c(o)=N/S(=O)(=O)C(F)(F)F,8
37788,No ,nc([nH])C1CCCNC1,8
41572,Yes,CC(C)C(C)(C)C(C)(C)C,8
54149,Yes,cc1ccc(OC)c(C=O)c1,8
26561,No ,cc1cc(C)nn(C)c1=O,8
18896,No ,cOC(C)(C)C(N)=O,8
47186,Yes,cB(c)c1cc(C)ccc1N,8
47207,Yes,cB1OC(C)(C)C(C)(C)O1,8
54144,Yes,cc1ccc(OC)c(C#N)c1,8
57437,Yes,ccc1c(CNC)cccc1c,8
57439,Yes,ccc1c(COC)cccc1c,8
41573,Yes,CC(C)C(C)C,8
1083,No ,CC(C)Cc1nnc(N)s1,8
13672,No ,NCC1(O)CCCCC1,8
57444,Yes,ccc1c(Cl)c(-c(c)n)c(=O)oc1c,8
18909,No ,cOC(CO)C(=O)NC(C)C,8
4212,No ,CCN(C(N)=O)c1cccc(N)c1,8
43215,Yes,COc1cc(B(N)O)c(C)cc1O,8
29445,No ,ccc(c(c)F)S(=O)(=O)N(CC)CC,8
59372,Yes,cn(c)-c1cc(-c(n)o)c(-c)cc1-n,8
40185,Yes,C=CC(O)=C(C)C,8
59370,Yes,cn(c)-c1c(F)cc(C)c(F)c1F,8
60526,Yes,csc1ccc(c)cc1n,8
23836,No ,cc(c)S(=O)(=O)n(c)n,8
50195,Yes,cc(c)/C=C/C(O)=C(C)C,8
24854,No ,cc(n)N1CCCC(CC)C1,8
1072,No ,CC(C)Cc(n)s,8
34368,No ,cn(n)Cc1ncc(-c)o1,8
35990,No ,cnc(no)-c1ccccc1C,8
24856,No ,cc(n)N1CCCC(CO)C1,8
50743,Yes,cc(c)C1=CC(=C(c)C)C(c)(c)S1,8
59509,Yes,cn(n)C(N)=C(C)C,8
57024,Yes,ccc(sc)-c1cc(-c)n(-c)n1,8
50084,Yes,cc(c)-n1c(-c)cc2c1cc(-c)n2-c,8
31665,No ,ccc1[nH]c(-c(c)c)nc1c,8
46812,Yes,c/C=C/C=C/C(C)=[O+],8
16562,No ,cCC(=O)N1CCCC1C(N)=O,8
46807,Yes,c/C=C/C=C(C#N)C#N,8
48331,Yes,cc(-c)c(Br)c(-c)n,8
24245,No ,cc(n)-c1ccc(N)nc1,8
48641,Yes,cc(C)[n+]1c(s)N=C(c)O[B-]1(F)F,8
1365,No ,CC(C)c1ccc(Cl)cc1,8
8014,No ,CNc1c(C)cnn1-c,8
30599,No ,ccc(cc)N1CC(C)CC1=O,8
30595,No ,ccc(cc)N1C(=O)CC(N)C1=O,8
42135,Yes,CCCC(=CSC)CCC,8
55333,Yes,ccc(/C=C(/SC)C(N)=O)c(c)O,8
55786,Yes,ccc(NC(C)C)c(c)F,8
56556,Yes,ccc(cc)C1=C(c(c)c)C(=O)N(C)C1=O,8
35892,No ,cnc(nc)N1CCCC(C)C1,8
46795,Yes,c/C=C/C(O)=C(\CC)C(C)=O,8
30972,No ,ccc(cn)NC(=O)c(c)o,8
59685,Yes,cnc(-c1ccccn1)n(-c)n,8
55309,Yes,ccc(-c1nc(c)c(c)s1)c(=O)o,8
42177,Yes,CCCCC(c)(C)c,8
8729,No ,COC(=O)c(n)n,8
60726,Yes,nc1ccc(F)c(F)c1,8
38001,No ,nc(o)-c1ccoc1,8
48716,Yes,cc(C)c(C1=CN(c)C(C)C1)n(-c)n,8
60725,Yes,nc1ccc(Cn)cc1,8
6628,No ,CN(C)c1ncncc1[nH],8
48328,Yes,cc(-c)c(-c1ccccc1S(=O)(=O)[O-])c(c)c,8
11016,No ,Cc1ccc(N)cc1F,8
55350,Yes,ccc(/C=C(\C)c(c)c)cc,8
6703,No ,CN(c)C(=O)c1cc(O)cc(O)c1,8
55351,Yes,ccc(/C=C(\C)c(n)o)cc,8
24479,No ,cc(n)C(=O)N1CCOC(C)C1,8
41781,Yes,CC1=C([O-])C(=Cc([n+])[se])C1=O,8
30664,No ,ccc(cc)NC(C)c(n)o,8
55403,Yes,ccc(/C=C/c(c)c)c(=O)o,8
11049,No ,Cc1ccc(O)cn1,8
47025,Yes,c=C(c)c1ccc(C(C)=[N+])[nH]1,8
55401,Yes,ccc(/C=C/c(c)[nH])cc,8
30659,No ,ccc(cc)NC(C)C(N)=O,8
55399,Yes,ccc(/C=C/c(c)[n+])c(=O)o,8
56286,Yes,ccc(cc)-c1cnc(-c)n1[B-]([n+])(F)F,8
31636,No ,ccc(sc)C(=O)N(CC)c(c)c,8
6279,No ,CN(C)C1C2CC3CC(C2)CC1C3,8
13339,No ,NC(=O)c1cc(Cl)ccc1Cl,8
1388,No ,CC(C)c1ccccc1F,8
55382,Yes,ccc(/C=C/C(C)=[O+])c(=O)o,8
55353,Yes,ccc(/C=C(\CC)C(C)=O)c(=O)o,8
59876,Yes,cnc(sc)-c1cc(c)coc1=O,8
8906,No ,COCc1cccc(N)c1,8
55763,Yes,ccc(I)c(c)[O-],8
46835,Yes,c/C=C/c1cc(C)cc(C)[n+]1CC,8
29,No ,C1CC2CC2C1,8
59699,Yes,cnc(/C=C/c(c)c)c(C)[nH],8
13347,No ,NC(=O)c1cc(F)c(F)cc1Cl,8
47026,Yes,c=C(c)c1ccc(C)[nH]1,8
10188,No ,Cc1cc(=O)c(O)co1,8
59877,Yes,cnc(sc)-c1cc[n+]cc1,8
42102,Yes,CCC(F)(F)C(F)(F)C(F)(F)C(C)(F)F,8
60733,Yes,nc1ccc(N)cc1,8
30962,No ,ccc(cn)NC(=O)Cn,8
10166,No ,Cc1cc(-c(n)o)c(C)o1,8
40973,Yes,C=[N+](c)[B-]1(Oc)c(c)cOc2ccccc21,8
40971,Yes,C=[N+](c)[B-](Oc)(c(c)c)c1c(F)cccc1F,8
16457,No ,cC1CCC(N(C)C)CC1,8
13134,No ,NC(=O)C1CC=CCC1,8
50488,Yes,cc(c)C(CC)(CC)c(c)n,8
50119,Yes,cc(c)-n1ccc2ccccc21,8
40935,Yes,C=[N+](C)[B-](Oc)(c1ccncc1)n(c)c,8
60714,Yes,nc1cc(O)nc(N)n1,8
59653,Yes,cnc(-c1cccc(c)c1)n(c)C,8
55211,Yes,ccc(-c1ccc(-c)s1)n(-c)n,8
55208,Yes,ccc(-c1ccc(-c)s1)c(c)-c,8
48317,Yes,cc(-c)c(-c1ccccc1)c(C)n,8
55207,Yes,ccc(-c1cc(s)c(c)s1)c(c)c,8
60712,Yes,nc1cc(N)nc(N)n1,8
17823,No ,cCn1ccnc1CNC,8
40930,Yes,C=[N+](C)[B-](Oc)(Oc(cc)cc)n(c)c,8
42276,Yes,CCCOc(nn)nn,8
55223,Yes,ccc(-c1cccc(C)c1)c(c)-c,8
22812,No ,cc(c)CNC(=O)Cc,8
1339,No ,CC(C)c(n)s,8
46691,Yes,c-c1nc2ccccn2n1,8
31764,No ,ccc1c(=O)n(CC)ncc1c,8
9913,No ,Cc(n)c(C)cn,8
17841,No ,cCn1cnc(N)n1,8
17842,No ,cCn1cnc(NC)n1,8
6152,No ,CN(C)C(=O)NC1CC1,8
36242,No ,cnc(sc)N(CC)C(=O)c(c)c,8
59770,Yes,cnc(OCc(c)c)c(c)n,8
30432,No ,ccc(cc)COc(c)n,8
50,No ,C1COCCO1,8
41744,Yes,CC1(C)CCCC(C)(C)N1O,8
48732,Yes,cc(C)c(Cl)c(C)n,8
40942,Yes,C=[N+](C)[P-](=O)(=O)n(c)c,8
46783,Yes,c/C=C(\C)c1ccccc1,8
59676,Yes,cnc(-c1ccccc1O)n(c)-c,8
13373,No ,NC(=O)c1ccc(Br)cc1F,8
46781,Yes,c/C=C(\C)c(n)o,8
30512,No ,ccc(cc)Cn(nc)c(c)N,8
56264,Yes,ccc(cc)-c1ccccc1C,8
13376,No ,NC(=O)c1ccc(Br)s1,8
37709,No ,nc(=O)c1c(n)ncn1CCO,8
13270,No ,NC(=O)N1CC[C@@H](O)C1,8
1478,No ,CC(C)n1ccnc1,8
41291,Yes,CC(=O)/C=C(/C)O,8
55258,Yes,ccc(-c1ccccc1)n(-c)n,8
24171,No ,cc(c)n(cn)CCOc,8
50316,Yes,cc(c)B1c(c)cN(c)c2ccc(C)cc21,8
22642,No ,cc(c)CN(C(=O)c(c)c)C1CC1,8
1355,No ,CC(C)c1cc(C(N)=O)no1,8
56249,Yes,ccc(cc)-c1cccc([Si])c1,8
31708,No ,ccc1[nH]cc(C)cc1c,8
50131,Yes,cc(c)-n1nc(C)c(C#N)c1C(=CN)CC,8
6170,No ,CN(C)C(=O)c1cc(Br)ccc1O,8
55244,Yes,ccc(-c1ccccc1)c(=N)o,8
48725,Yes,cc(C)c(CCC(=O)O)c(C)n,8
55240,Yes,ccc(-c1cccc(n)c1ns)c(c)c,8
48636,Yes,cc(C)[n+](CCCS)c(c)C,8
24266,No ,cc(n)-c1cccc(NC)c1,8
11180,No ,Cc1ccc2c(c1)ncn2C,8
50127,Yes,cc(c)-n1nc(-c(c)s)cc1-c,8
48726,Yes,cc(C)c(CCC(=O)O)c(c)n,8
30476,No ,ccc(cc)Cc(nn)n(c)C,8
30472,No ,ccc(cc)Cc(nc)on,8
22758,No ,cc(c)CN1CCC(N)C1=O,8
30667,No ,ccc(cc)NC(CC)CN,8
59869,Yes,cnc(sc)-c1cc(N)cc(N)c1,8
55758,Yes,ccc(F)c(c)c,8
34706,No ,cnc(C)c(n)N,8
16783,No ,cCCN1CC(C)CC1=O,8
56372,Yes,ccc(cc)-c1ncc(O)s1,8
16720,No ,cCC1CCN(c)CC1,8
11938,No ,Cc1nc(C)c2ccccc2n1,8
48403,Yes,cc(-c)c1c(c)Cc2ccccc2-1,8
6640,No ,CN(C1CCNCC1)S(c)(=O)=O,8
24218,No ,cc(n)-c1cc(C)sc1C,8
31528,No ,ccc(oc)C(=O)Nc(c)n,8
13170,No ,NC(=O)C1COCCO1,8
30828,No ,ccc(cn)-c1csc(N)n1,8
55601,Yes,ccc(C(=O)[O-])c(c)C,8
22609,No ,cc(c)CCN(CC)C(C)=O,8
60767,Yes,nc1cnccn1,8
11074,No ,Cc1ccc(S(N)(=O)=O)s1,8
