,CATEGORY,FRAGMENTS,FREQUENCY
3158,Yes,Cc1cc2oc3ccccc3c2c2[nH]c3ccccc3c12,1
3159,Yes,[5*]N1C(c2ccccc2N)=NC([13*])C1[13*],1
3160,Yes,[5*]N1C(c2ccccc2[NH-])=[NH+]C([13*])C1[13*],1
3161,Yes,[5*][N-][5*],1
3162,Yes,[16*]c1cccc2cc[nH]c12,1
3163,Yes,[16*]c1cccc2cc[n-]c12,1
3164,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3[16*])C=C(c3ccccc3)C1=N2,1
3165,Yes,[16*]c1ccc2c(c1)CCc1c([16*])c3n(c1-2)[B-](F)(F)[N+]1=c2ccc4ccccc4c2=C(c2ccccc2)C1=N3,1
3166,Yes,[16*]c1ccc2c(c1)CCc1c([16*])c3n(c1-2)[B-](F)(F)[N+]1=C2C(=C(c4ccccc4)C1=N3)CCc1ccccc12,1
3167,Yes,[16*]c1ccc2c(c1)SCC1=C(c3ccccc3)C3=Nc4c([16*])c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc([16*])cc1SC5,1
3168,Yes,[9*]n1c2ccc([16*])cc2c2c3c(ccc4ccccc43)ccc21,1
3169,Yes,FP(F)(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3170,Yes,O=P(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3171,Yes,C[P+](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3172,Yes,Cc1cc2c(ccc3c(C)[n+](C)c(C)cc32)c(C)[n+]1C,1
3173,Yes,Cc1cc2c(ccc3c[n+](C)c(C)cc32)c[n+]1C,1
3174,Yes,Cc1c2ccc3c(C)[n+](C)ccc3c2cc[n+]1C,1
3175,Yes,C[n+]1ccc2c(ccc3c[n+](C)ccc32)c1,1
3176,Yes,C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1c2sc2sc3sc4c(sc5c([Si](C)(C)C)sc([Si](C)(C)C)c54)c3c21,1
3177,Yes,F[B-]1(F)n2c(cc3sc4ccccc4c32)C(c2ccc(I)cc2)=C2C=c3sc4ccccc4c3=[N+]21,1
3178,Yes,[16*]c1ccc(C2=C3C=c4sccc4=[N+]3[B-](F)(F)n3c2cc2sccc23)cc1,1
3179,Yes,[16*]c1ccc(C#Cc2cc[n+](C)cc2)cc1,1
3180,Yes,[14*]c1cc2c(s1)=CC1=C(c3ccc([16*])cc3)c3cc4sc([14*])cc4n3[B-](F)(F)[N+]=21,1
3181,Yes,Ic1ccc(C2=C3C=CC4=[N+]3[B-]3(Oc5ccccc54)Oc4ccccc4-c4ccc2n43)cc1,1
3182,Yes,[16*]c1cc([16*])c2ccc(C#Cc3ccncc3)cc2c1,1
3183,Yes,[14*]c1nc(-c2ccccc2)[se]c1N(C)C,1
3184,Yes,[14*]c1nc(-c2ccc([16*])cc2)[se]c1N(C)C,1
3185,Yes,Cc1cc(C)c(C2=C3C=CC(c4ccccc4O)=[N+]3[B-]3(c4ccccc4)Oc4ccccc4-c4ccc2n43)c(C)c1,1
3186,Yes,[14*]c1nc(-c2ccc(Cl)cc2)[se]c1N(C)C,1
3187,Yes,[5*]N([5*])c1[se]c(-c2ccccc2)nc1[14*],1
3188,Yes,Cc1cc(C)c(C2=C3C=CC4=[N+]3[B-]3(Oc5ccccc54)Oc4ccccc4-c4ccc2n43)c(C)c1,1
3189,Yes,[14*]c1c2c(c3n1[B-](F)(F)[N+]1=C(c4ccccc4[16*])C4=C(C1=C3)C1CCC4CC1)C1CCC2CC1,1
3190,Yes,[5*]N([5*])c1[se]c(-c2ccccn2)nc1[14*],1
3191,Yes,[9*]n1c2ccc([16*])cc2c2c3c(ccc4ccc5ccccc5c43)ccc21,1
3192,Yes,[9*]n1c2ccc3ccc4ccccc4c3c2c2c3c(ccc4ccccc43)ccc21,1
3193,Yes,C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1c3sc4c(sc5c4sc4c([Si](C)(C)C)sc([Si](C)(C)C)c45)c3sc12,1
3194,Yes,[14*]c1cnc(C#Cc2ccc([16*])cc2)o1,1
3195,Yes,CSC1=C(C)C2=C(c3ccc(C)cc3)c3c(C)c(Cl)c(C)n3[B-](F)(F)[N+]2=C1C,1
3196,Yes,F[B-]1(F)n2c(cc3c2-c2ccccc2CC3)C(c2ccc(I)cc2)=C2C=C3CCc4ccccc4C3=[N+]21,1
3197,Yes,CC1=C2CCc3ccccc3C2=[N+]2C1=C(c1ccc(I)cc1)c1c(C)c3c(n1[B-]2(F)F)-c1ccccc1CC3,1
3198,Yes,F[B-]1(F)n2c(cc3ccc4ccccc4c32)C(c2ccc(I)cc2)=C2C=C3CCc4ccccc4C3=[N+]21,1
3199,Yes,[16*]c1ccc2c(c1)CCC1=C(c3ccccc3)C3=C(c4ccc5cccc(O)c5n4)c4c([16*])c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc([16*])cc1CC5,1
3200,Yes,[11*]SC1=C2CCc3ccccc3C2=[N+]2C1=Cc1c([16*])c3c(n1[B-]2(F)F)-c1ccccc1CC3,1
3201,Yes,[16*]c1c2c(n3c1C=C1C(c4cccs4)=C4CCc5ccccc5C4=[N+]1[B-]3(F)F)-c1ccccc1CC2,1
3202,Yes,CC1=C2C3=C(CCc4ccccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c3c(c21)-c1ccccc1CC3,1
3203,Yes,CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)CCc2ccccc2-4)C2=C1CCc1ccccc12,1
3204,Yes,[14*]c1cnc(C#Cc2cccnc2)o1,1
3205,Yes,[14*]c1cnc(C#Cc2cccc3ccccc23)o1,1
3206,Yes,C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1ccsc12,1
3207,Yes,[16*]c1ccc2c(c1)Cc1cc([16*])ccc1-2,1
3208,Yes,[14*]c1cnc(C#Cc2ccc([16*])c([16*])c2)o1,1
3209,Yes,[14*]c1cnc(C#Cc2ccccc2)o1,1
3210,Yes,Cc1ccc2c(nc3c(=O)n(C)c(=O)nc-3n2C)c1C,1
3211,Yes,Cc1ccc(C2=C3C=C4C(=[N+]3[B-](F)(F)n3c2cc2c3-c3ccccc3C23c2ccccc2-c2ccccc23)c2ccccc2C42c3ccccc3-c3ccccc32)cc1,1
3212,Yes,Cc1cc(C)c2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,1
3213,Yes,Cc1cc(C)c2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,1
3214,Yes,c1ccc2c(B(c3c4ccccc4cc4ccccc34)c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,1
3215,Yes,[16*]c1c2c(n3c1C=C1C(c4ccccc4)=C4CCC5Oc6ccccc6C=C5C4=[N+]1[B-]3(F)F)C1=Cc3ccccc3OC1CC2,1
3216,Yes,F[B-]1(F)n2c(cc3oc4ccccc4c32)C(c2ccc(I)cc2)=C2C=c3oc4ccccc4c3=[N+]21,1
3217,Yes,[5*]N([5*])c1[se]c(-c2ccc([16*])cc2)nc1[14*],1
3218,Yes,C1=C2C3=C(C4=[N+]2[B-]2(Oc5ccccc54)Oc4ccccc4-c4c5c(c1n42)C1CCC5CC1)C1CCC3CC1,1
3219,Yes,CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,1
3220,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=c3ccccc3=C(C)C1=C2,1
3221,Yes,Cc1cc2ccccc2c2c1c1ccccc1n2C,1
3222,Yes,[14*]c1sc2nc3c(c(C#N)c2c1N)CCCCCC3,1
3223,Yes,[14*]c1nc2c(c(C#N)c1C#N)CCCCCC2,1
3224,Yes,[14*]c1sc2nc3c(c(C#N)c2c1N)CCCC3,1
3225,Yes,[14*]c1nc2c(c(C#N)c1C#N)CCCC2,1
3226,Yes,[14*]c1sc2nc(C)c([16*])c(C#N)c2c1N,1
3227,Yes,[14*]c1nc(C)c([16*])c(C#N)c1C#N,1
3228,Yes,[14*]c1sc2nc(C)c(C)c(C#N)c2c1N,1
3229,Yes,[14*]c1nc(C)c(C)c(C#N)c1C#N,1
3230,Yes,[14*]c1[nH]c2ccccc2c1C,1
3231,Yes,[7*]CC1=[N+]2C(=Cc3c4ccccc4c([14*])n3[B-]2(F)F)C(C)=C1,1
3232,Yes,[16*]c1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc1,1
3233,Yes,[7*]CC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c([14*])c3ccccc3c21,1
3234,Yes,[7*]CC1=C2C(C)=CC(C[7*])=[N+]2[B-](F)(F)n2c([14*])c3ccccc3c21,1
3235,Yes,[16*]c1cccc2cc(C)c3c4ccccc4n(C)c3c12,1
3236,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=C(c3ccccn3)C1=N2,1
3237,Yes,[14*]c1n[nH]c(=O)o1,1
3238,Yes,[1*]C(=O)n1c2ccccc2c2c(C)cc3ccccc3c21,1
3239,Yes,Cc1c(C)c2c3ccccc3[nH]c2c2ccccc12,1
3240,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=C(c3cccs3)C1=N2,1
3241,Yes,[16*]c1ccc(C2=[N+]3C(=Nc4c([16*])c5c(n4[B-]3(F)F)-c3ccc([16*])cc3CC5)C(c3ccccc3)=C2)cc1,1
3242,Yes,[16*]c1ccc2c(c1)CCC1=C(c3ccccc3)C3=Nc4c([16*])c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc([16*])cc1CC5,1
3243,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2,1
3244,Yes,[16*]c1cc([16*])cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,1
3245,Yes,CC1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(C)n3[B-]2(F)F)c2ccccc21,1
3246,Yes,[9*]n1c2cc([16*])c3cccc4c5ccc6c7cc([14*])n8c7c(c7cc1c(c5c76)c2c34)=C1C=CC(c2cc([16*])cc([16*])c2)=[N+]1[B-]8(F)F,1
3247,Yes,CC1=[N+]2C(=C(c3ccccc3)c3c4c5ccccc5c5ccccc5c4c(C)n3[B-]2(F)F)c2c1c1ccccc1c1ccccc21,1
3248,Yes,[16*]c1c[nH]c2c3c(c4ccccc4c12)=C(C(C)C)C1=Cc2c([16*])c4c5ccccc5c5c([16*])c[nH]c5c4n2[B-](F)(F)[N+]=31,1
3249,Yes,Cc1ccc(/N=C2\N=C(N)c3cccc4cccc2c34)cc1,1
3250,Yes,NC1=N/C(=N\c2ccccn2)c2cccc3cccc1c23,1
3251,Yes,CN(/N=C1\N=C(N)C2(CCCC2)c2ccccc21)c1ccccc1,1
3252,Yes,[16*]c1c2c(c([16*])c3cc4c5n(c(C)c4cc13)[B-](F)(F)[N+]1=C(C)c3ccccc3C1=C5C)-c1cccc3cccc-2c13,1
3253,Yes,[16*]c1c2c(c([16*])c3cc4c5n(c(C)c4cc13)[B-](F)(F)[n+]1c(C)c3c4cccc6cccc(c=3c1=C5C)c64)-c1cccc3cccc-2c13,1
3254,Yes,[16*]c1c2c(c([16*])c3cc4c5n(c(C)c4cc13)[B-](F)(F)[n+]1c(C)c3cc4c([16*])c6c7cccc8cccc(c6c([16*])c4cc3c1=C5c1ccccc1)c87)-c1cccc3cccc-2c13,1
3255,Yes,[14*]c1cc2c3ccc([16*])c4cc5c([16*])ccc6c7c8c(c(c56)c43)c2n1[B-](F)(F)[N+]8=C(CC)C=7,1
3256,Yes,[8*]CC(CCCCCCCCCC)CCCCCCCCCC,1
3257,Yes,Cc1cc2ccccc2c2[nH]c3ccccc3c12,1
3258,Yes,[16*]c1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc([16*])c1[16*],1
3259,Yes,[14*]c1c2cc([16*])ccc2c2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)c3cc([16*])ccc3C1=C2,1
3260,Yes,[14*]c1ccc(C2=[N+]3C(=Cc4c5ccc([16*])cc5c([14*])n4[B-]3(F)F)c3ccc([16*])cc32)s1,1
3261,Yes,Cc1cccc2cc(C)c3c4ccccc4[nH]c3c12,1
3262,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(C)c3ccccc3C1=C2C1=CC2OCCOCCOCCOCCOC2C=C1,1
3263,Yes,[16*]c1ccc2c(c1)cc(C)c1c3ccccc3[nH]c21,1
3264,Yes,[16*]c1cccc2cc(C)c3c4ccccc4[nH]c3c12,1
3265,Yes,N#Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,1
3266,Yes,N#Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,1
3267,Yes,[16*]c1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c2ccccc12,1
3268,Yes,[16*]c1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,1
3269,Yes,[7*]CC1=[NH+]c2ccccc2C1(C)C,1
3270,Yes,[7*]C1Nc2ccccc2C1(C)C,1
3271,Yes,c1ccsc1,1
3272,Yes,[16*]c1c2cc(C)ccc2nc2cc3c(cc12)[Si](C)(C)O[Si](C)(C)O[Si]3(C)C,1
3273,Yes,c1ccc(C2=C3C4=C(C5=[N+]3[B-]3(Oc6ccccc65)Oc5ccccc5-c5c6c(c2n53)C2CCC6CC2)C2CCC4CC2)cc1,1
3274,Yes,[14*]c1c2c(c3n1[B-](F)(F)[N+]1=C(c4ccccc4)C4=C(C1=C3c1ccccc1)C1C=CC4CC1)C1C=CC2CC1,1
3275,Yes,[14*]c1c2c(c3n1[B-](F)(F)[N+]1=C(c4ccccc4[16*])C4=C(C1=C3c1ccccc1)C1C=CC4CC1)C1C=CC2CC1,1
3276,Yes,[14*]c1c2c(c3n1[B-](F)(F)[N+]1=C(c4ccccc4[16*])C4=C(C1=C3c1ccccc1)C1CCC4CC1)C1CCC2CC1,1
3277,Yes,[16*]c1ccc2c(c1)C(C)CC(C)(C)N2C,1
3278,Yes,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,1
3279,Yes,[3*]OCOC,1
3280,Yes,O=[N+]([O-])c1ccc(C#Cc2ccc3ccc(C#Cc4ccc([N+](=O)[O-])cc4)cc3c2)cc1,1
3281,Yes,[O-]c1ccc2ccccc2c1,1
3282,Yes,[NH3+]c1ccc2ccc(O)cc2c1,1
3283,Yes,Nc1ccc2ccc(O)cc2c1,1
3284,Yes,Nc1ccc2ccc([O-])cc2c1,1
3285,Yes,[16*]c1ccc2ccc(O)cc2c1,1
3286,Yes,[16*]c1ccc2ccc([O-])cc2c1,1
3287,Yes,Cc1cc(=O)c2c(ccc3ccc(O)cc32)o1,1
3288,Yes,[14*]c1n[n+]2c(s1)N=C(c1ccc([N+](=O)[O-])cc1)O[B-]2(F)F,1
3289,Yes,[16*]c1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc([16*])c3cccc1c23,1
3290,Yes,[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc([16*])c3ccccc3c1-2,1
3291,Yes,[16*]c1c2cc([N+](=O)[O-])ccc2nc2cc3ccccc3cc12,1
3292,Yes,Fc1cccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)c1,1
3293,Yes,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2ccc3ccccc3[n+]21,1
3294,Yes,[16*]c1c2cc(C)ccc2nc2cc3ccccc3cc12,1
3295,Yes,[16*]c1c2cc([N+](=O)[O-])ccc2nc2cc3c(cc12)[Si](C)(C)O[Si](C)(C)O[Si]3(C)C,1
3296,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(c3ccccc3)c3ccccc3C1=C2c1ccccc1,1
3297,Yes,[7*]C/C=c1\c2cccc3cccc(c32)n1[9*],1
3298,Yes,[7*]CC1=[N+](CCCCCC(=O)O)c2cccc3cccc1c23,1
3299,Yes,[16*]c1cc([16*])cc(C#Cc2ccc3c(C#Cc4cc([16*])cc([16*])c4)cc4c5cc(C#Cc6cc([16*])cc([16*])c6)ccc5c(C#Cc5cc([16*])cc([16*])c5)cc4c3c2)c1,1
3300,Yes,[16*]c1ccc(C#N)nc1,1
3301,Yes,[9*]n1c2ccc(C)cc2c2cc(C)ccc21,1
3302,Yes,[5*]N1C=CC([7*])c2ccccc21,1
3303,Yes,[14*]c1nc(C#N)c(C#N)nc1[14*],1
3304,Yes,[9*]n1c2ccccc2c2cccc(C)c21,1
3305,Yes,[16*]c1c([16*])c([16*])c(C#N)c(C#N)c1[16*],1
3306,Yes,CC(C)[Si](C#Cc1ccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c4cc(C#C[Si](C(C)C)(C(C)C)C(C)C)ccc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c2c1)(C(C)C)C(C)C,1
3307,Yes,[16*]c1ccc2c(c1)CCc1c([16*])c3n(c1-2)[B-](F)(F)[N+]1=C2C=NC=CN2[B-](F)(F)[N+]1=C3,1
3308,Yes,[16*]c1cc[n+](CCCCS(=O)(=O)[O-])c2ccccc12,1
3309,Yes,Cc1cc(C)n2c1C=[N+]1[N+](=C3C=NC=CN3[B-]1(F)F)[B-]2(F)F,1
3310,Yes,Cc1cc(=O)[nH]c(=O)[nH]1,1
3311,Yes,C1=[N+]2N=C(c3ccccc3)O[B-]2(c2ccc([B-]34OC(c5ccccc5)=N[N+]3=Cc3c(ccc5ccccc35)O4)cc2)Oc2ccc3ccccc3c21,1
3312,Yes,[9*]n1c([14*])c([14*])[n+]2c1-c1cccc([16*])c1O[B-]2(F)F,1
3313,Yes,[9*]n1c([14*])c([14*])[n+]2c1-c1ccccc1O[B-]2(F)F,1
3314,Yes,O=c1cc[nH]c(=O)[nH]1,1
3315,Yes,[7*]CC1=C([O-])C([7*])C1=NC#N,1
3316,Yes,[7*]C1C(=O)NC(=O)NC1=O,1
3317,Yes,[13*]C1Oc2c([16*])c3c(c([16*])c2O1)OCO3,1
3318,Yes,[14*]c1c[n+](C)c([14*])o1,1
3319,Yes,[16*]c1c([16*])c([16*])c2c(c1[16*])OCO2,1
3320,Yes,[16*]c1cc([16*])c2c(c1)C=[N+]1N=C(c3ccccc3)O[B-]1(c1ccc([B-]34OC(c5ccccc5)=N[N+]3=Cc3cc([16*])cc([16*])c3O4)cc1)O2,1
3321,Yes,Oc1ccc(C2=N[N+]3=Cc4c(ccc5ccccc45)O[B-]3(c3ccc([B-]45OC(c6ccc(O)cc6)=N[N+]4=Cc4c(ccc6ccccc46)O5)cc3)O2)cc1,1
3322,Yes,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2ccc3ccccc3[n+]21,1
3323,Yes,[16*]c1c2cc([N+](=O)[O-])ccc2nc2cc3c(cc12)[Si](C)(C)O[Si]3(C)C,1
3324,Yes,c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,1
3325,Yes,Cc1cccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)c1,1
3326,Yes,Cc1cc2c(cc1[N+](=O)[O-])NC(=O)CC(=O)N2,1
3327,Yes,O=C1CC(=O)Nc2cc([N+](=O)[O-])ccc2N1,1
3328,Yes,c1ccc2c([SiH](c3c4ccccc4cc4ccccc34)c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,1
3329,Yes,[14*]c1cc2c(ccc3sc4ccc5sccc5c4c32)s1,1
3330,Yes,O[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3331,Yes,CO[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3332,Yes,[7*]CC1=[N+](CCCCCC(=O)O)c2ccccc2C1(C)C,1
3333,Yes,[14*]c1cn2cc(C)c[n+]2[n-]1,1
3334,Yes,[14*]c1cn2cc(C#N)c[n+]2[n-]1,1
3335,Yes,C=C[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3336,Yes,[14*]c1cn2ccc[n+]2[n-]1,1
3337,Yes,[10*]N1C(=O)c2cc([16*])c3c4c([16*])cc5c(=O)n6c(c7cc([16*])c(c8c([16*])cc(c2c38)C1=O)c4c57)=Cc1cccc[n+]1[B-]6(F)F,1
3338,Yes,[10*]N1C(=O)c2cc([16*])c3c4c([16*])cc5c(=O)n6c(c7cc([16*])c(c8c([16*])cc(c2c38)C1=O)c4c57)=Cc1ccc2ccccc2[n+]1[B-]6(F)F,1
3339,Yes,[10*]N1C(=O)c2cc([16*])c3c4c([16*])cc5c(=O)[nH]/c(=C\c6ccccn6)c6cc([16*])c(c7c([16*])cc(c2c37)C1=O)c4c56,1
3340,Yes,[10*]N1C(=O)c2cc([16*])c3c4c([16*])cc5c(=O)[nH]/c(=C\c6ccc7ccccc7n6)c6cc([16*])c(c7c([16*])cc(c2c37)C1=O)c4c56,1
3341,Yes,C[Si](C)(C)C#C[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3342,Yes,F[Si-](F)(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3343,Yes,F[Si](c1ccccc1)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3344,Yes,F[Si-](F)(c1ccccc1)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,1
3345,Yes,F[Si-](F)(c1ccccc1)(c1ccccc1)c1c2ccccc2cc2ccccc12,1
3346,Yes,F[Si](c1ccccc1)(c1ccccc1)c1cccc2ccccc12,1
3347,Yes,[9*]n1cnc2c(=O)[nH]c(N)nc21,1
3348,Yes,[9*]n1c(=O)[nH]c2c(=O)[nH]c(N)nc21,1
3349,Yes,Nc1ccc2c(c1)NC(=O)CC(=O)N2,1
3350,Yes,[16*]c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N)cc5)c5ccc2c3c45)cc1,1
3351,Yes,[16*]c1c(C)c(C)c(B(c2c(C)c(C)c([16*])c(C)c2C)c2c(C)c(C)c(C#N)c(C)c2C)c(C)c1C,1
3352,Yes,Oc1cc2ccc3cc(O)cc4ccc(c1)c2c34,1
3353,Yes,Cc1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,1
3354,Yes,[16*]c1c2cc(C)ccc2nc2cc3c(cc12)[Si](C)(C)O[Si]3(C)C,1
3355,Yes,CC1(C)OB(c2cc3ccc4cccc5ccc(c2)c3c45)OC1(C)C,1
3356,Yes,[4*]CCCC(=O)O,1
3357,Yes,[7*]C/C=c1\[nH]c2cccc3cccc1c32,1
3358,Yes,C(C1=[NH+]c2cccc3cccc1c23)=c1[nH]c2cccc3cccc1c32,1
3359,Yes,[4*]CCCCCCCCCCCCBr,1
3360,Yes,C(#Cc1cc2ccc3cccc4ccc(c1)c2c34)c1ccccc1,1
3361,Yes,Cc1cc(C)c(B(c2cc3ccc4cccc5ccc(c2)c3c45)c2c(C)cc(C)cc2C)c(C)c1,1
3362,Yes,CC1(C)OB(c2cc3ccc4cc(B5OC(C)(C)C(C)(C)O5)cc5ccc(c2)c3c45)OC1(C)C,1
3363,Yes,C[Si](C)(C)C#Cc1cc2ccc3cc(C#C[Si](C)(C)C)cc4ccc(c1)c2c34,1
3364,Yes,[14*]c1cc([16*])c(C#N)s1,1
3365,Yes,[16*]c1c(C#N)c([16*])c(C#N)c([16*])c1C#N,1
3366,Yes,C(#Cc1cc2ccc3cc(C#Cc4ccccc4)cc4ccc(c1)c2c34)c1ccccc1,1
3367,Yes,Cc1cc(C)c(B(c2ccc(C#Cc3cc4ccc5cc(C#Cc6ccc(B(c7c(C)cc(C)cc7C)c7c(C)cc(C)cc7C)cc6)cc6ccc(c3)c4c56)cc2)c2c(C)cc(C)cc2C)c(C)c1,1
3368,Yes,CC1(C)OB(c2ccc3ccc4cccc5ccc2c3c45)OC1(C)C,1
3369,Yes,C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,1
3370,Yes,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc3ccc4cccc5ccc2c3c45)c(C)c1,1
3371,Yes,O=C1c2ccccc2C2=C(c3ccccn3)NN=C(c3ccccn3)C2c2ccccc21,1
3372,Yes,[1*]C(=O)C1=NNC(C([1*])=O)=C2c3ccccc3C(=O)c3ccccc3C12,1
3373,Yes,[14*]c1nc([14*])c(C#N)c([16*])c1C#N,1
3374,Yes,[16*]c1c(C)c(C)c(B(c2c(C)c(C)c(C#N)c(C)c2C)c2c(C)c(C)c(C#N)c(C)c2C)c(C)c1C,1
3375,Yes,[14*]c1ccc(C#N)cn1,1
3376,Yes,[14*]c1ccc(C#N)c(C#N)n1,1
3377,Yes,[16*]c1ccc2c(=O)c3c([16*])cccc3sc2c1,1
3378,Yes,[16*]c1ccc2c(=O)c3ccc([16*])cc3sc2c1,1
3379,Yes,Oc1cccc2ccccc12,1
3380,Yes,[14*]c1ccc(S(=O)(=O)c2ccc([14*])nc2)cn1,1
3381,Yes,[16*]c1ccc(S(=O)(=O)c2ccc([16*])cn2)nc1,1
3382,Yes,[16*]c1ccc2c(c1)c1ccccc1n1ccnc21,1
3383,Yes,Cc1ccc2cc(C)ccc2c1,1
3384,Yes,[16*]c1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc([16*])ccc1S2(=O)=O,1
3385,Yes,Cc1cc2ccccc2cc1C,1
3386,Yes,Cc1ccc2ccccc2c1,1
3387,Yes,[9*]n1c2ccccc2c2cc(/C=N\c3cc4c5c(cccc5c3)C(=O)N([10*])C4=O)ccc21,1
3388,Yes,[5*]N1c2ccccc2C(C)(C)c2cc(S(=O)(=O)c3ccc4c(c3)C(C)(C)c3ccccc3N4[5*])ccc21,1
3389,Yes,[16*]c1cccc(C=C)c1,1
3390,Yes,[16*]c1cc([16*])cc(C=C)c1,1
3391,Yes,[16*]c1ccc(C=C)cc1[16*],1
3392,Yes,[10*]N1C(=O)c2cccc3cc(/N=C\c4nc5ccccc5s4)cc(c23)C1=O,1
3393,Yes,Cc1cccc2ccccc12,1
3394,Yes,[14*]c1ncnc([14*])c1C,1
3395,Yes,C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,1
3396,Yes,[16*]c1ccc2c(c1)Oc1ccccc1P2(=S)c1ccccc1,1
3397,Yes,[16*]c1ccc2c(c1)Sc1ccccc1P2(=O)c1ccccc1,1
3398,Yes,[10*]N1C(=O)c2cccc3cc(/N=C\c4cn(C)c5ccccc45)cc(c23)C1=O,1
3399,Yes,[16*]c1ccc2c(c1)Sc1ccccc1P2(=S)c1ccccc1,1
3400,Yes,C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,1
3401,Yes,[9*]n1c2ccccc2c2cc([16*])cc([16*])c21,1
3402,Yes,Nc1cccc2ccccc12,1
3403,Yes,[16*]c1cc2ccc1CCc1ccc(cc1[16*])CC2,1
3404,Yes,[16*]c1cc2ccc1CCc1ccc(c([16*])c1)CC2,1
3405,Yes,Nc1ccc2cc3ccccc3cc2c1,1
3406,Yes,[14*]c1c(Br)c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(Br)=C(c3ccc([16*])cc3)C1=N2,1
