,CATEGORY,FRAGMENTS,FREQUENCY
1914,Yes,CC1(C)C2=[N+](CCCCCC(=O)NCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,2
1915,Yes,CC1(C)C2=[N+](CCCCCC(=O)NCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,2
1916,Yes,[16*]c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2,2
1917,Yes,[14*]c1nc2cccnc2[nH]1,2
1918,Yes,[16*]c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2C#Cc1ccccc1,2
1919,Yes,[16*]c1cc2ccccc2c2c1oc1ccccc12,2
1920,Yes,[13*][C@@H]1O[C@H]([13*])[C@@H]([15*])C([15*])[C@H]1[15*],2
1921,Yes,[16*]c1c2ccccc2nc2cc3c(cc12)[Si](C)(C)O[Si]3(C)C,2
1922,Yes,[16*]c1c2cc(Cl)ccc2nc2cc3c(cc12)[Si](C)(C)O[Si]3(C)C,2
1923,Yes,[16*]c1c2ccccc2nc2cc3c(cc12)[Si](C)(C)O[Si](C)(C)O[Si]3(C)C,2
1924,Yes,[16*]c1c2cc(Cl)ccc2nc2cc3c(cc12)[Si](C)(C)O[Si](C)(C)O[Si]3(C)C,2
1925,Yes,[16*]c1c2ccccc2nc2cc3ccccc3cc12,2
1926,Yes,[16*]c1c2cc(Cl)ccc2nc2cc3ccccc3cc12,2
1927,Yes,[7*]CC1=[N+]2C(=Cc3c4ccccc4c4n3[B-]2(c2cc[n+](C)cc2)Oc2ccccc2-4)C(C)=C1CC,2
1928,Yes,[14*]c1n[n+]2c(s1)N=C(c1ccc([16*])cc1)O[B-]2(F)F,2
1929,Yes,[7*]C1N(S(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C,2
1930,Yes,[7*]CC1=[N+](S(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C,2
1931,Yes,[7*]CC1=[N+](CS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C,2
1932,Yes,[7*]C1N(CS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C,2
1933,Yes,[14*]c1cn2cc([16*])c[n+]2[n-]1,2
1934,Yes,[14*]c1cc2c(ccc3sc([14*])cc32)s1,2
1935,Yes,[14*]c1cc2c(ccc3sc4ccc5sc([14*])cc5c4c32)s1,2
1936,Yes,CC1(C)CC(=O)c2ccccc2N1,2
1937,Yes,[16*]c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(Br)ccc3c12,2
1938,Yes,CC1(C)CC(=O)c2ccc(F)cc2N1,2
1939,Yes,CC1(C)CC(=O)c2cc(F)c(F)cc2N1,2
1940,Yes,CC1(C)CC(=O)c2cc(F)cc(F)c2N1,2
1941,Yes,CC1(C)CC(=O)c2c(F)c(F)cc(F)c2N1,2
1942,Yes,CC1(C)CC(=O)c2c(F)c(F)c(F)c(F)c2N1,2
1943,Yes,[16*]c1ccc2c(c1)oc(=O)c1c(=O)oc3c([16*])cccc3c12,2
1944,Yes,[16*]c1cc2oc(=O)c3c(=O)oc4ccccc4c3c2cc1C,2
1945,Yes,[16*]c1c(F)c(F)c2c(c1F)C(=O)CC(C)(C)N2,2
1946,Yes,[15*]C1CC1,2
1947,Yes,Nc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,2
1948,Yes,O=c1oc2ccccc2c2c1c(=O)oc1ccc3ccc(O)cc3c12,2
1949,Yes,[16*]c1ccc([N+]2=Cc3ccc4c5c(ccc4c3O[B-]2(c2ccccc2)c2ccccc2)C=[N+](c2ccc([16*])cc2)[B-](c2ccccc2)(c2ccccc2)O5)cc1,2
1950,Yes,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,2
1951,Yes,[16*]c1cc([16*])c2c(c1C#N)C(=O)c1ccccc1-2,2
1952,Yes,CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
1953,Yes,Cc1cc(=O)oc2cc3cc(O)ccc3cc12,2
1954,Yes,[14*]c1cc2c(s1)c(C)cc(=O)n2C,2
1955,Yes,[14*]c1cc2c(ccc(=O)n2C)s1,2
1956,Yes,[16*]c1cc(F)c([16*])c(F)c1,2
1957,Yes,O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2ccccc21,2
1958,Yes,[16*]c1cc2cc([16*])c([16*])cc2cc1[16*],2
1959,Yes,Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,2
1960,Yes,O=[N+]([O-])c1ccc(C#Cc2ccc3ccccc3c2)cc1,2
1961,Yes,Cc1ccc2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,2
1962,Yes,Cc1cc(=O)oc2ccc3ccc(O)cc3c12,2
1963,Yes,Cc1ccc2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,2
1964,Yes,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,2
1965,Yes,[5*]N1C(=CC2=C([O-])C([7*])C2=O)Sc2ccccc21,2
1966,Yes,Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,2
1967,Yes,F[B-]1(F)OC(c2ccccc2)=Cc2ccc3ccccc3[n+]21,2
1968,Yes,[16*]c1ccc2c(c1)P(=O)(c1ccccc1)c1cc([16*])ccc1-2,2
1969,Yes,Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,2
1970,Yes,[5*]N1C(=CC2=C([O-])C([7*])C2=O)[Se]c2ccccc21,2
1971,Yes,[7*]CC1=[N+](C)c2ccc(Cl)cc2C1(C)C,2
1972,Yes,[8*]CCC[C@H](C)CCC[C@H](C)CCCC(C)C,2
1973,Yes,[8*]CCCC[8*],2
1974,Yes,[16*]c1cc([NH3+])cc([NH3+])c1,2
1975,Yes,[16*]c1ccc2c(c1)OCCO2,2
1976,Yes,[5*]N1c2ccc(Br)cc2C(C)(C)C1[7*],2
1977,Yes,[7*]CC1=[O+][B-](F)(F)OC(C[7*])=C1c1ccc([16*])cc1,2
1978,Yes,Cn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,2
1979,Yes,O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,2
1980,Yes,[14*]c1nc2ccccn2n1,2
1981,Yes,[16*]c1ccc2cc(C#N)/c(=N\C(C)=O)oc2c1,2
1982,Yes,[14*]c1noc([14*])c1Br,2
1983,Yes,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cn[n+]32)cc1,2
1984,Yes,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4nc[n+]32)cc1,2
1985,Yes,[7*]C(C#Cc1ccc(C=O)s1)C#Cc1ccc(C=O)s1,2
1986,Yes,c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cc[n+]32)cc1,2
1987,Yes,Cn1c2ccccc2c(=O)c2ccccc21,2
1988,Yes,[7*]C(C#Cc1ccc(C=O)o1)C#Cc1ccc(C=O)o1,2
1989,Yes,[16*]c1ccc2cc(C#N)/c(=N\C(=O)C(C)C)oc2c1,2
1990,Yes,O=c1c2ccccc2[nH]c2ccccc12,2
1991,Yes,[14*]c1nc2cc(C#N)c(C#N)cc2nc1[14*],2
1992,Yes,[14*]c1nc2c(C#N)ccc(C#N)c2nc1[14*],2
1993,Yes,[3*]OC(F)(F)F,2
1994,Yes,[16*]c1ccc(S(=O)(=O)c2ccccc2)cc1C,2
1995,Yes,[16*]c1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,2
1996,Yes,[16*]c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,2
1997,Yes,[9*]n1cc[n+](C)c1,2
1998,Yes,[13*][C@]1(C)CCc2cc([16*])cc(C)c2O1,2
1999,Yes,[3*]OOC,2
2000,Yes,[7*]C([8*])O,2
2001,Yes,CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
2002,Yes,CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
2003,Yes,CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
2004,Yes,[16*]c1ccc2c(c1)c(C#N)c(C#N)c1cc([16*])ccc12,2
2005,Yes,Cc1ccc2c(c1)c(C#N)c(C#N)c1cc(C)ccc12,2
2006,Yes,N#Cc1c(C#N)c2cc(Br)ccc2c2ccc(Br)cc12,2
2007,Yes,N#Cc1c(C#N)c2cc(Cl)c(Cl)cc2c2cc(Cl)c(Cl)cc12,2
2008,Yes,[16*]c1ccc(-c2pc3ccccc3s2)cc1,2
2009,Yes,[7*]C1C(=O)C(C=C2Sc3cc(Cl)ccc3N2C)=C1[O-],2
2010,Yes,[14*]c1nc2cccc(C)n2c1[14*],2
2011,Yes,[16*]c1ccc(C#Cc2cc3ccc4cc(C#Cc5ccc([16*])cc5)cc5ccc(c2)c3c45)cc1,2
2012,Yes,[6*]C(=O)C(C)(C)C([6*])=O,2
2013,Yes,N#Cc1c(C#N)c2cc(Cl)ccc2c2ccc(Cl)cc12,2
2014,Yes,[16*]c1cnc(Cl)nc1,2
2015,Yes,N#Cc1c(C#N)c2cc(F)ccc2c2ccc(F)cc12,2
2016,Yes,[16*]c1cc2c3ccccc3n3c4ccccc4c(c1)c23,2
2017,Yes,[14*]c1ncc([16*])cn1,2
2018,Yes,N#Cc1c(C#N)c2ccccc2c2ccccc12,2
2019,Yes,[14*]c1ncc(C=O)cn1,2
2020,Yes,Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,2
2021,Yes,Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,2
2022,Yes,F[Si](c1ccccc1)(c1ccccc1)c1c2ccccc2cc2ccccc12,2
2023,Yes,[14*]c1nc2cc([16*])ccn2n1,2
2024,Yes,[14*]c1nc2ccc([16*])cn2n1,2
2025,Yes,[16*]c1cc2ccc3cc([16*])cc4ccc(c1)c2c34,2
2026,Yes,[16*]c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2
2027,Yes,[4*]C([8*])C,2
2028,Yes,[7*]CC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,2
2029,Yes,[14*]c1sccc1C,2
2030,Yes,[10*]N1C(=O)c2c(cc3ccc4cccc5ccc2c3c45)C1O,2
2031,Yes,[7*]C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,2
2032,Yes,[3*]OC([7*])C(F)(F)F,2
2033,Yes,[12*]S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2
2034,Yes,F[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,2
2035,Yes,[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,2
2036,Yes,[16*]c1ccc(P(=O)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,2
2037,Yes,CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
2038,Yes,[14*]c1cc(=O)c([16*])co1,2
2039,Yes,CC1=[N+]2C(=C(c3ccc4c(c3)Cc3ccccc3-4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2
2040,Yes,[9*]n1c2ccccc2c2cc([Si](c3ccccc3)(c3ccccc3)c3ccc4c(c3)c3ccccc3n4[9*])ccc21,2
2041,Yes,[9*]n1c2ccccc2c2cc(S(=O)(=O)c3ccc4c(c3)c3ccccc3n4[9*])ccc21,2
2042,Yes,[16*]c1c([16*])c([16*])c([16*])c([16*])c1[16*],2
2043,Yes,[16*]c1ccc2c(c1)CCCO2,2
2044,Yes,[14*]c1noc([14*])c1Cl,2
2045,Yes,[1*]C(=O)[C@@H]([4*])C(C)C,2
2046,Yes,[16*]c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,2
2047,Yes,[16*]c1ccccc1Br,2
2048,Yes,[16*]c1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,2
2049,Yes,[16*]c1cc([16*])c2c(c1[16*])-c1cccc3cccc-2c13,2
2050,Yes,[16*]c1cc([16*])c2c3ccccc3c3ccccc3c2c1[16*],2
2051,Yes,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccc3ccccc3c2)=[O+]1,2
2052,Yes,CC(=O)[B-]1(C(C)=O)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,2
2053,Yes,[9*]n1c2ccccc2c2cccc([16*])c21,2
2054,Yes,[9*]n1c2ccccc2c(=O)c2cc([16*])ccc21,2
2055,Yes,c1ccc2c(c1)[nH]c1ccccc12,2
2056,Yes,CC(=O)[B-]1(C(C)=O)OC(C)=CC(c2ccc3ccccc3c2)=[O+]1,2
2057,Yes,[16*]c1ccc(C)cc1C,2
2058,Yes,[16*]c1cccc2c(=O)c3ccccc3[nH]c12,2
2059,Yes,[16*]c1ccc(C2=CC(c3ccc([16*])cc3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,2
2060,Yes,[16*]c1ccccc1-[n+]1noc([O-])c1C,2
2061,Yes,[16*]c1ccc(C#Cc2ncnc3ccccc23)cc1,2
2062,Yes,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,2
2063,Yes,[9*]n1c2ccccc2c(=O)c2cc3c(cc21)c(=O)c1ccccc1n3[9*],2
2064,Yes,F[B-]1(F)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,2
2065,Yes,F[B-]1(F)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,2
2066,Yes,[16*]c1ccc2oc3nc4oc5c([16*])cccc5c4cc3c2c1,2
2067,Yes,[5*]N1c2ccccc2B(c2ccccc2[16*])c2ccccc21,2
2068,Yes,[16*]c1ccccc1-[n+]1cc([O-])on1,2
2069,Yes,[16*]c1ccc2c(c1)oc1nc3oc4c([16*])cccc4c3cc12,2
2070,Yes,CC1=[O+][B-]2(OC(=O)C(=O)O2)OC(c2c3ccccc3cc3ccccc23)=C1,2
2071,Yes,CC1=CC(c2ccc3ccccc3c2)=[O+][B-]2(OC(=O)C(=O)O2)O1,2
2072,Yes,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccc3ccccc3c1)=[O+]2,2
2073,Yes,O=C1O[B-]2(OC1=O)OC(c1ccc3ccccc3c1)=CC(c1ccc3ccccc3c1)=[O+]2,2
2074,Yes,[1*]C(=O)C1=CN([5*])C=CC1[15*],2
2075,Yes,[1*]C(=O)C1=CN([5*])C=C(C([1*])=O)C1[15*],2
2076,Yes,[1*]C(=O)C1=CNC=C(C([1*])=O)C1[15*],2
2077,Yes,[14*]c1cccc(C)n1,2
2078,Yes,c1ccc2c(c1)Nc1ccccc1B2c1c2ccccc2cc2ccccc12,2
2079,Yes,[14*]c1c([O-])on[n+]1-c1ccccc1[16*],2
2080,Yes,c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cn[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,2
2081,Yes,O=P1(c2ccccc2)C(c2ccccc2)=Cc2ccccc21,2
2082,Yes,[16*]c1ccc(N)cc1O,2
2083,Yes,C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,2
2084,Yes,O=C1O[B-]2(OC1=O)OC(c1ccccc1)=CC(c1ccccc1)=[O+]2,2
2085,Yes,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,2
2086,Yes,[9*]n1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,2
2087,Yes,[16*]c1ccccc1I,2
2088,Yes,c1ccc2c(c1)[nH]c1ncccc12,2
2089,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccc([16*])cc3)=C(c3ccc([16*])cc3)C1=N2,2
2090,Yes,[15*]C1C[C@H]2CCC1(C)C2(C)C,2
2091,Yes,[9*]n1cc(C)c(=O)[nH]c1=O,2
2092,Yes,[14*]c1cncs1,1
2093,Yes,CC[n+]1nc2cc3c4c(c2c2cc(F)ccc21)CCCN4CCC3,1
2094,Yes,CC[n+]1nc2cc3c4c(c2c2ccccc21)CCCN4CCC3,1
2095,Yes,CC[n+]1nc2cc3c4c(c2c2cc(C)ccc21)CCCN4CCC3,1
2096,Yes,[14*]c1sccc1B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,1
2097,Yes,CC[n+]1nc2cc3c(cc2c2cc(C)ccc21)N(C)CCC3,1
2098,Yes,[9*]n1c(=O)c2cc3cc4cc5c(=O)n([9*])c(=O)c5cc4c([16*])c3cc2c1=O,1
2099,Yes,[16*]c1c(O)cccc1O,1
2100,Yes,c1cc2ccc1-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2s1,1
2101,Yes,c1cc2ccc1-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2s1,1
2102,Yes,[9*]n1c(=O)c2cc3c(C#Cc4ccc([16*])cc4)c4cc5c(=O)n([9*])c(=O)c5cc4c(C#Cc4ccc([16*])cc4)c3cc2c1=O,1
2103,Yes,[9*]n1c(=O)c2cc3cc4cc5c(=O)n([9*])c(=O)c5cc4c(C#Cc4ccc([16*])cc4)c3cc2c1=O,1
2104,Yes,[14*]c1cc([16*])c2cc(N)ccc2n1,1
2105,Yes,[9*]n1c(=O)c2cc3cc4cc5c(=O)n([9*])c(=O)c5cc4cc3cc2c1=O,1
2106,Yes,c1cc2ccc1-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2[se]1,1
2107,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2,1
2108,Yes,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,1
2109,Yes,[14*]c1sccc1P(=O)(c1ccccc1)c1ccccc1,1
2110,Yes,[10*]N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,1
2111,Yes,[1*]C(=O)NN,1
2112,Yes,[14*]c1sc(C#Cc2ccccc2)cc1B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,1
2113,Yes,[14*]c1sc(C#Cc2ccccc2)cc1P(=O)(c1ccccc1)c1ccccc1,1
2114,Yes,c1cc2ccc1-c1ccc(cc1)-c1sc(c3c1OCCO3)-c1ccc(cc1)-c1ccc(cc1)-c1sc(c3c1OCCO3)-c1ccc(cc1)-c1ccc(cc1)-c1sc-2c2c1OCCO2,1
2115,Yes,[9*]n1c2cc([16*])c(C#N)cc2c2cc(C#N)c([16*])cc21,1
2116,Yes,[5*]N1/C(=C/C[7*])Oc2ccccc21,1
2117,Yes,Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)[O+]=P(c3ccccc3)(c3ccccc3)c3ccsc3-c3sccc32)c(C)c1,1
2118,Yes,[9*]n1c2cc(C#N)c([16*])cc2c2cc([16*])c(C#N)cc21,1
2119,Yes,[5*]N1c2ccc([16*])cc2C(C)(C)C1[7*],1
2120,Yes,[16*]c1ccc2n[n+](CC)c3ccc(C)cc3c2c1,1
2121,Yes,Clc1cc(Cl)c(B2c3ccccc3Nc3ccccc32)c(Cl)c1,1
2122,Yes,[16*]c1ccc(B2c3ccccc3Nc3ccccc32)c([16*])c1,1
2123,Yes,[14*]c1cc(=O)cc(C)o1,1
2124,Yes,[16*]c1cc([16*])cc(/C2=C3\C=CC(=N3)/C(c3ccc([N+](=O)[O-])cc3)=c3/cc/c([nH]3)=C(\c3ccc([N+](=O)[O-])cc3)C3=N/C(=C(/c4cc([16*])cc([16*])c4)c4cc2c[nH]4)C=C3)c1,1
2125,Yes,C1=C/C2=C(\c3ccccc3)c3c[nH]c(c3)/C(c3ccccc3)=C3/C=CC(=N3)/C(c3ccccc3)=c3/cc/c([nH]3)=C(\c3ccccc3)C1=N2,1
2126,Yes,O=[N+]([O-])c1ccc([N+]2=Cc3ccc4ccccc4c3O[B-]2(F)F)cc1,1
2127,Yes,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3cc[n+]21,1
2128,Yes,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3cc[n+]21,1
2129,Yes,[14*]c1cc([16*])c2ccc(C)cc2n1,1
2130,Yes,[14*]c1cc([16*])c2cc(O)ccc2n1,1
2131,Yes,[14*]c1cc([16*])c2ccc(O)cc2n1,1
2132,Yes,O=[N+]([O-])c1ccc([N+]2=CC3=C(O[B-]2(F)F)c2ccccc2SC3)cc1,1
2133,Yes,[14*]c1cc([16*])c2cc(C)ccc2n1,1
2134,Yes,[14*]c1cc([16*])c2ccccc2n1,1
2135,Yes,[14*]c1cc([16*])c2cccc(O)c2n1,1
2136,Yes,[3*]ON1C(=O)CCC1=O,1
2137,Yes,Cc1cccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)c1,1
2138,Yes,[14*]c1cc([16*])c2c(C)ccc(O)c2n1,1
2139,Yes,[6*]C(=O)C[8*],1
2140,Yes,[16*]c1cc([16*])cc(/C2=C3\C=CC(=N3)/C(c3ccc(C#C)cc3)=c3/cc/c([nH]3)=C(\c3ccc(C#C)cc3)C3=N/C(=C(/c4cc([16*])cc([16*])c4)c4cc2c[nH]4)C=C3)c1,1
2141,Yes,[10*]N1C(=O)CCC1=O,1
2142,Yes,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3cc[n+]21,1
2143,Yes,[16*]c1c2ccc(=[NH2+])c(S(=O)(=O)[O-])c-2oc2c(S(=O)(=O)[O-])c(N)ccc12,1
2144,Yes,[14*]c1cc([16*])c2c(C)ccc([16*])c2n1,1
2145,Yes,OB1c2ccccc2Nc2ccccc21,1
2146,Yes,[1*]C(=O)CCCCC1(C)C(C[7*])=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,1
2147,Yes,Cc1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,1
2148,Yes,ClB1c2ccccc2Nc2ccccc21,1
2149,Yes,[16*]c1cc([16*])cc(/C2=C3\C=CC(=N3)/C(c3ccc(Br)cc3)=c3/cc/c([nH]3)=C(\c3ccc(Br)cc3)C3=N/C(=C(/c4cc([16*])cc([16*])c4)c4cc2c[nH]4)C=C3)c1,1
2150,Yes,[9*]n1c(=O)c2cc3c([16*])c4cc5c(=O)n([9*])c(=O)c5cc4c([16*])c3cc2c1=O,1
2151,Yes,[1*]C(=O)C(F)(F)F,1
2152,Yes,[16*]c1ccccc1B1c2ccccc2Nc2ccccc21,1
2153,Yes,c1ccc2c3c(ccc2c1)-c1cccc2cc4ccccc4c-3c12,1
2154,Yes,Nc1cc2nc3cc(Br)c(Br)cc3nc2cc1N,1
2155,Yes,Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)[O+]=P(c3ccccc3)(c3ccccc3)c3cc(C#Cc4ccccc4)sc3-c3sc(C#Cc4ccccc4)cc32)c(C)c1,1
2156,Yes,Clc1cnc2nn3ccccc3c2c1,1
2157,Yes,[7*]CC1=CC(C#N)=P(c2ccccc2)(c2ccccc2)C(C#N)=C1,1
2158,Yes,N#CC1=CC(C#Cc2ccccc2)=CC(C#N)=P1(c1ccccc1)c1ccccc1,1
2159,Yes,N#CC1=CC(c2ccccc2)=CC(C#N)=P1(c1ccccc1)c1ccccc1,1
2160,Yes,[7*]C1N(C)c2ccc(S(=O)(=O)[O-])cc2C1(C)C,1
2161,Yes,[3*]OP(=O)([O-])OP(=O)([O-])O[3*],1
2162,Yes,Clc1cnc2nn3ccccc3c2n1,1
2163,Yes,[14*]c1c([16*])c2c([16*])c(O)c(Br)cc2n1C,1
2164,Yes,[16*]c1cc2oc(=O)cc(C)c2cc1[16*],1
2165,Yes,[16*]c1ccc2c(C)c3ccc(=[N+]4CCCCC4)cc-3oc2c1,1
2166,Yes,Cc1cc(=O)oc2cc3c(cc12)c1c2ccccc2c2ccccc2c1c1c2ccccc2c2ccccc2c31,1
2167,Yes,[9*]n1c2ccccc2c2cc3c4cc5c6ccccc6n([9*])c5cc4c4cc5c(C)cc(=O)oc5cc4c3cc21,1
2168,Yes,[16*]c1cc([16*])c2c(c1)c1cc3oc(=O)cc(C)c3cc1c1cc([16*])cc([16*])c12,1
2169,Yes,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4cccc5ccccc45)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,1
2170,Yes,[16*]c1ccc2c3ccc([16*])cc3c3cc4c(C)cc(=O)oc4cc3c2c1,1
2171,Yes,[16*]c1ccc2c(c1)c1cc([16*])ccc1c1cc3c(C)cc(=O)oc3cc21,1
2172,Yes,[16*]c1ccc2c(c1)C(C)(C)C1=C3C=C4C5=[N+](CCC4OC3CCN12)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1
2173,Yes,c1cc2c3c(cccc3c1)-c1cc3c(ccc4ccccc43)cc1-2,1
2174,Yes,c1cc2c3c(cccc3c1)-c1c-2ccc2c1ccc1ccccc12,1
2175,Yes,[5*]N1C=CCC(C(N)=O)=C1,1
2176,Yes,N#CC1=CC(Br)=CC(C#N)=P1(c1ccccc1)c1ccccc1,1
2177,Yes,c1ccc2c3c(ccc2c1)-c1c2ccccc2cc2cccc-3c12,1
2178,Yes,[10*]N1C(=O)C=CC1=O,1
2179,Yes,[16*]c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,1
2180,Yes,[16*]c1ccc([N+]2=Cc3ccc4c5c(ccc4c3O[B-]2(c2ccccc2)c2ccccc2)C=[N+](c2ccc([N+](=O)[O-])cc2)[B-](c2ccccc2)(c2ccccc2)O5)cc1,1
